id,name,price,vat_rate,category,organization_id
4245,"DZIN OH 40% 0,5l",6.65,20.0,basic/spread,151
4246,OLYNTH CERVENY 0.1% 10 ml 100 v kartone,5.19,10.0,basic/canned-fruits-vegetable,19
4247,"BioJahody, II.Trieda",7.0,20.0,basic/instant,175
4248,"Euroobal A4 lesklý, 50 mic, 100ks",5.99,20.0,home/office,5
4249,Tuš 20 gr. 141 722 - čierny,2.37,20.0,basic/canned-fruits-vegetable,5
4250,Centropen 3649 Zmizík s korekčným popisovačom,1.8,20.0,drugstore/beauty,5
4251,Faber Castell Guma jednožmolková - mix veľkostí   farieb,1.33,20.0,free-time/visual,5
4252,DETSKA KRUPICKA 500g,0.73,20.0,home/accessories,41
4253,"Rajo Mliek.čer. 3,5%",1.69,10.0,dairy/milk,41
4254,Chlieb ražný 500 g  ,1.79,10.0,pastry/basic,41
4255,Pagáč so syrom      ,0.49,20.0,pastry/salty,3
4256,Bánovecká nát.jog.  ,0.99,20.0,dairy/joghurts,3
4257,Orbit Spearm. 10ks  ,0.79,20.0,snacks/sweet,3
4258,Vajcia voľný výbeh  ,2.19,20.0,dairy/eggs,3
4259,Bio šalát.uhorky    ,0.99,10.0,fruits-veg/vegetable,3
4260,Maslo 125g          ,1.29,10.0,dairy/butter,3
4261,Červ.jablká 1kg     ,1.69,10.0,fruits-veg/vegetable,3
4262,Cherry par.kríčk.   ,2.99,10.0,fruits-veg/vegetable,3
4263,Brokolica 750g      ,1.35,10.0,fruits-veg/vegetable,3
4264,Paprika žltá        ,4.481481481481481,10.0,fruits-veg/vegetable,3
4265,Bio banány          ,1.985743380855397,20.0,fruits-veg/fruit,3
4266,Cherrypar.sl. 250g  ,1.49,10.0,fruits-veg/vegetable,3
4267,Sunka dusena narez,9.891304347826088,20.0,meat/meat-products,20
4268,"maslo 250,g",2.6,10.0,dairy/butter,20
4269,Lamb vindaloo,12.9,10.0,home/maintenence,176
4270,+Garlic naan (Cesnakový chlieb) k menu 1,0.6,10.0,pastry/basic,176
4271,+Soup (k menu),1.0,10.0,other,176
4272,"Mango lassi 0,3l",2.9,10.0,fruits-veg/dried-nuts,176
4273,HRANOL HOBĽOVANÝ SMR,6.890000000000001,20.0,dairy/cheese,47
4274,DOSKA TERASOVÁ BOROV,6.25,20.0,home/accessories,47
4275,SPOJOVACÍ MATERIÁL  ,11.5,20.0,basic/pasta,47
4276,ODBOČKA DO SUDA PVC ,22.65,20.0,free-time/books-news-magazines,47
4277,TMEL AQUAFIX TRANSPA,6.99,20.0,basic/tea-coffee-soups,47
4278,ŠALVIA LEK./L/      ,1.25,20.0,home/maintenence,47
4279,Mäta pieporná/L/    ,1.05,20.0,home/maintenence,47
4280,BAZALKA ZELENÁ/L/   ,0.89,20.0,basic/spices,47
4281,VENTIL GUĽOVÝ       ,4.3,20.0,drinks/wine,47
4282,MOSADZ. REDUKCIA    ,2.1,20.0,basic/pasta,47
4283,FLEX.NEREZ HADIČKA  ,1.9,20.0,drugstore/beauty,47
4284,"Biela Biošpargľa,10-16 mm,voľná (tenká)",7.2,10.0,home/accessories,175
4285,Kukkonia maslo      ,2.59,10.0,dairy/butter,3
4286,Zľava Lidl Plus     ,-2.59,10.0,home/plants-garden,3
4287,Emco Müsli jahody   ,4.49,20.0,basic/morning,3
4288,Farm.dolné stehná   ,4.691558441558442,10.0,meat/meat,3
4289,Farm.dolné stehná   ,4.685714285714285,10.0,meat/meat,3
4290,Bio banány          ,1.99288256227758,20.0,fruits-veg/fruit,3
4291,Jablká Golden Del.  ,1.4893617021276595,10.0,fruits-veg/fruit,3
4292,Koláč ovocný        ,1.99,20.0,pastry/sweet,3
4293,Nite neúdené        ,1.49,20.0,dairy/cheese,3
4294,Toastový chlieb m.  ,1.49,20.0,pastry/other,3
4295,Biele hrozno 500g   ,1.19,20.0,fruits-veg/fruit,3
4296,Chipsy vrúbk. sol.  ,1.09,20.0,snacks/salty,3
4297,Zubíci-van.s dražé  ,0.3899999999999999,10.0,dairy/joghurts,3
4298,Croissant jahoda    ,0.49,20.0,pastry/sweet,3
4299,Maggi-bujón-hoväd.  ,0.99,20.0,basic/instant,3
4300,Múka hl. 00 1kg     ,0.59,20.0,basic/sugar-flour-rice,3
4301,Sm.jogurt-vanilka   ,0.39,10.0,dairy/joghurts,3
4302,TEEK.FOREST FRUIT   ,2.09,20.0,basic/tea-coffee-soups,41
4303,TEEKANNE RUMANC.    ,2.09,20.0,basic/tea-coffee-soups,41
4304,"0,5L Malinova Limonada ",5.9,10.0,drinks/non-alcoholic,169
4305,"Rauch 0,2L / Rauch jablko 0,2l ",2.2,10.0,drinks/juice,169
4306,"Kofola 0,3l ",1.5,10.0,drinks/non-alcoholic,169
4307,Bravcove licka 200g ,12.9,10.0,meat/meat,169
4308,"0,33l Silny vyvar z hovadzieho chvosta ",4.9,10.0,home/accessories,169
4309,Batatove hranolky 300g ,9.9,10.0,home/accessories,169
4310,Hranolceky s omackou 350g ,6.9,10.0,dairy/cheese,169
4311,Menu obal 1ks ,0.5,10.0,eating,169
4312,"TS Cer.mlieko 3,5%1l",1.25,10.0,dairy/milk,41
4313,MZB ZELENINOVY 60g  ,1.05,20.0,home/accessories,41
4314,Praclík luh.        ,0.49,20.0,health/vitamins-ointments,3
4315,Zľava Lidl Plus     ,-0.49,20.0,home/plants-garden,3
4316,Croissant maslový   ,0.49,20.0,pastry/sweet,3
4317,Treska s cottage    ,1.39,20.0,meat/fish,3
4318,ZLAVA               ,-0.35,20.0,other,3
4319,Lístkové cesto      ,0.79,20.0,basic/baking,3
4320,Zľava Lidl Plus     ,-0.2,20.0,home/plants-garden,3
4321,Treska v majonéze   ,0.69,20.0,meat/deli,3
4322,Zemiaky nesk.2kgB   ,2.69,10.0,fruits-veg/vegetable,3
4323,Ocot kvas.lieh. 1l  ,0.55,20.0,basic/oil-acid-grease,3
4324,Piškóty 250g        ,1.09,20.0,snacks/sweet,3
4325,"Cibuľa žltá 1,5kg   ",1.97,10.0,fruits-veg/vegetable,3
4326,Citróny 500g        ,1.19,20.0,fruits-veg/fruit,3
4327,Želé Party mix      ,3.49,20.0,snacks/sweet,3
4328,Štud. pečať hruška  ,1.59,20.0,basic/sauces,3
4329,Taštička čučoried.  ,0.44,20.0,pastry/sweet,3
4330,Vianočka maslo med  ,1.49,20.0,pastry/sweet,3
4331,Brokolica 500g      ,1.99,10.0,fruits-veg/vegetable,3
4332,Tonic               ,0.69,20.0,drinks/non-alcoholic,3
4333,Mozzarella na piz.  ,2.99,20.0,dairy/cheese,3
4334,Kráľovská horčica   ,1.09,20.0,basic/sauces,3
4335,"Treska v maj.,400g  ",2.39,20.0,meat/deli,3
4336,"Biely jogurt 3,7%   ",0.77,10.0,dairy/joghurts,3
4337,"Čerstvé mlieko 3,5  ",0.79,10.0,dairy/milk,3
4338,Morčacia šunka      ,1.69,20.0,meat/meat-products,3
4339,Dusená šunka Pure   ,1.39,20.0,meat/meat-products,3
4340,Merci Lovelies      ,3.99,20.0,snacks/sweet,3
4341,Ov.kapsička-banán   ,0.65,20.0,baby/food,3
4342,Ov.kapsička-brosk.  ,0.65,20.0,baby/food,3
4343,Oravská slanina     ,9.901315789473683,20.0,meat/smoked,3
4344,Cherry par.San Ma.  ,2.29,10.0,fruits-veg/vegetable,3
4345,Byl.prém./pažítka   ,1.49,20.0,basic/instant,3
4346,Byl.prém./bazalka   ,1.49,20.0,basic/spices,3
4347,Pocket Coffee       ,1.79,20.0,snacks/sweet,3
4348,Dúhovky             ,0.59,20.0,snacks/sweet,3
4349,Šal. uhorky         ,0.39,10.0,fruits-veg/vegetable,3
4350,Hrušky 1kg          ,2.19,10.0,fruits-veg/fruit,3
4351,Bio banány          ,1.9861660079051384,20.0,fruits-veg/fruit,3
4352,Paprika červená     ,3.9864864864864864,10.0,fruits-veg/vegetable,3
4353,Paradajky strapco.  ,2.9938900203665986,10.0,fruits-veg/vegetable,3
4354,Červené jablká      ,0.7908847184986595,10.0,fruits-veg/fruit,3
4355,"Medulka - nápoj 0,2 L jablko - hruška",1.6,20.0,drinks/non-alcoholic,177
4356,Med - Kvetový - PASTOVANÝ 120g,3.7,10.0,basic/jams-marmelade-honey,177
4357,Dom.cherry par.kr.  ,1.69,10.0,fruits-veg/vegetable,3
4358,Štud. pečať biela   ,1.59,20.0,drinks/beer,3
4359,Sleď.fil.-par.170g  ,1.19,20.0,home/accessories,3
4360,Bánovecká nátierka  ,0.99,20.0,basic/spread,3
4361,Bio banány          ,1.9948849104859332,20.0,fruits-veg/fruit,3
4362,Opaľ.krém pre deti  ,3.99,20.0,drinks/beer,3
4363,Paprika žltá        ,4.495798319327732,10.0,fruits-veg/vegetable,3
4364,Jablká Braeburn     ,1.4896373056994816,10.0,fruits-veg/fruit,3
4365,Závin60% tvaroh     ,1.89,20.0,dairy/cheese,3
4366,Závin60% mak        ,1.89,20.0,pastry/sweet,3
4367,Jahodová babka      ,1.99,20.0,pastry/sweet,3
4368,JJ172 fľaša80ml,1.5,20.0,health/vitamins-ointments,178
4369,JJ173 Bezkvetýsprejzroku2002,1.5,20.0,drinks/mineral-water,178
4370,Herbex čaj repík lekársky               ,2.15,20.0,basic/tea-coffee-soups,16
4371,Br.rebro z boku,6.501182033096927,10.0,meat/meat,20
4372,"BioJahody, II.Trieda",4.0,20.0,basic/instant,175
4373,Natural Ultra 95 + ST(2),1.5910917615539182,20.0,auto/fuel,18
4374,TS CUKOR KRYSTAL 1kg,1.29,20.0,basic/sugar-flour-rice,41
4375,ZEL.CUK.2:1 500G    ,2.29,20.0,snacks/sweet,41
4376,TS pud.van.200 g    ,0.44,20.0,snacks/sweet,41
4377,Tvaroh tučný 250g   ,2.19,20.0,dairy/cheese,41
4378,Rožok štandard 50 g ,0.13,10.0,pastry/basic,41
4379,CC TS pud.van.200 g ,-0.09,20.0,dairy/joghurts,41
4380,Cukriky Nimm2 Gummi Fruit- Jogurt 100g,1.79,0.0,snacks/sweet,179
4381,XXL mascarpone minit 110g,1.09,0.0,home/office,179
4382,MPR MUKA POLOHR.1kg ,0.94,20.0,basic/sugar-flour-rice,41
4383,"TF Pálava 0,5 l     ",7.89,20.0,dairy/cheese,41
4384,TS TRSTIN CUKOR 500g,1.25,20.0,basic/sugar-flour-rice,41
4385,TS MAK CELY 200g    ,1.79,20.0,pastry/sweet,41
4386,KYPRIACI PRASOK     ,0.73,20.0,basic/baking,41
4387,Mini Tos.cili 100g  ,1.25,20.0,snacks/sweet,41
4388,Babič.vaj.L10 pods. ,3.69,20.0,home/decorations,41
4389,Ple. s or. a jav. s.,0.66,20.0,snacks/sweet,41
4390,DZEM CUCORIEDK.340g ,4.45,20.0,health/vitamins-ointments,41
4391,PÁNSKE NOHAVICE   ,29.99,20.0,basic/pasta,107
4392,elmex ZP detská 2x50ml                  ,6.45,20.0,drugstore/dental,16
4393,dmBio Caffé de Peru zrnková             ,7.15,20.0,pastry/sweet,16
4394,Hami Frozen jab-jah 110g                ,1.35,20.0,baby/food,16
4395,Zľava Lidl Plus     ,-0.98,20.0,home/plants-garden,3
4396,Taštička marh-tvar  ,0.5499999999999999,20.0,pastry/sweet,3
4397,Mrkva voľná         ,1.4905149051490516,20.0,fruits-veg/vegetable,3
4398,Bio cuketa 500g     ,1.59,10.0,fruits-veg/vegetable,3
4399,Polievková zmes     ,0.99,20.0,frozen/fruit-vegetable,3
4400,Cereálna kaiserka   ,0.1999999999999999,20.0,pastry/basic,3
4401,happyday jahoda1L   ,2.09,20.0,dairy/joghurts,1
4402,"MAG.NEP.1,5l        ",0.85,20.0,home/plants-garden,1
4403,CLEVER cibuľa 1kg   ,1.69,10.0,home/plants-garden,1
4404,"BUDIŠ J.P.1,5l      ",0.65,20.0,drinks/non-alcoholic,1
4405, ZĽAVA PRE ČLENA                        ,-0.26,20.0,fruits-veg/vegetable,1
4406,Kaleráb s vňať.kus  ,0.59,10.0,fruits-veg/vegetable,1
4407,Jablká Evelina      ,2.4885844748858448,10.0,fruits-veg/fruit,1
4408,Mrkva 500g          ,1.19,20.0,fruits-veg/vegetable,1
4409,Banány voľné        ,1.687956204379562,20.0,fruits-veg/fruit,1
4410,Pomaranče voľné     ,1.289833080424886,20.0,fruits-veg/fruit,1
4411,šalát hlávkový      ,1.39,10.0,meat/deli,1
4412,Uhorka kus          ,0.49,10.0,fruits-veg/vegetable,1
4413,D.VÝŽIVA JA+HR.190  ,0.79,20.0,baby/food,1
4414,Otma keč.300g       ,1.89,20.0,basic/sauces,1
4415,Cvikla voľná        ,0.9875444839857652,20.0,dairy/cheese,1
4416,paren.úden.110g     ,1.29,20.0,dairy/cheese,1
4417,FR.MAKR.ÚDENÁ.170g  ,2.99,20.0,meat/fish,1
4418,Zemiaky sladke kg   ,2.6911076443057724,20.0,fruits-veg/vegetable,1
4419,Petti pas.par.500g  ,1.49,20.0,home/office,1
4420,AKCIA BALÍČEK MIX   ,3.988919667590028,20.0,meat/meat,1
4421,smot.kys.Rajo 180   ,1.19,10.0,dairy/cream,1
4422,Nutella 600g        ,6.59,20.0,home/office,1
4423,Rajč.Marzano 250g   ,1.99,10.0,fruits-veg/vegetable,1
4424,KURČA BEZ DROBKOV   ,2.289386006663493,10.0,meat/meat,1
4425,Niva originál porc  ,10.928571428571429,20.0,dairy/cheese,1
4426,Milsy jog.van.145g  ,0.68,10.0,dairy/joghurts,1
4427,BIO jahody 250g     ,1.79,20.0,fruits-veg/fruit,1
4428,smot.na šľah.250ml  ,1.19,20.0,dairy/cream,1
4429,Act.Prot.čok.200g   ,1.99,20.0,dairy/milk,1
4430,Gazdovská šunka     ,11.88622754491018,20.0,meat/meat-products,1
4431,vajcia 10ks/L Proo  ,2.99,20.0,dairy/eggs,1
4432,Chips.Mor.br.175g   ,1.59,20.0,snacks/salty,1
4433,Zemiaky 2kg A       ,2.69,10.0,fruits-veg/vegetable,1
4434,VIAC JE VIAC 20%    ,0.01,0.0,free-time/books-news-magazines,1
4435, Viac je Viac 20%                       ,-0.01,0.0,free-time/books-news-magazines,1
4436,"Profisimo guma na nečis.,6k             ",2.45,20.0,home/office,16
4437,Balea tek.mydlo 850ml magn.             ,0.95,20.0,drugstore/hygiene,16
4438,Reebok w Cool deo sprej 150             ,3.45,20.0,drugstore/hygiene,16
4439,Maybelline riasenka                     ,12.95,20.0,drugstore/beauty,16
4440,Pantene šampon 400ml                    ,4.45,20.0,drugstore/hygiene,16
4441,S&S TP Design 4-vrs.10x180              ,4.95,20.0,drugstore/hygiene,16
4442,sa590 - Špecializované liečebné techn...,30.0,0.0,health/medical-supplies,181
4443,DOMACA SEKANA                          ,9.656593406593409,20.0,meat/meat-products,121
4444,Zľava položky,-3.52,20.0,snacks/sweet,121
4445,Danubius šunka exclusive               ,15.566666666666666,20.0,meat/meat-products,121
4446,"Svij. 11ř0,5 l pl VO",0.99,20.0,drinks/beer,41
4447,ALU obal záloha     ,0.15,0.0,dairy/joghurts,41
4448,TS B-H mle.m„so 800g,5.59,10.0,fashion/clothes,41
4449,Rist.Prosciutto340 g,3.39,20.0,home/maintenence,41
4450,"CDO mix J,V,C 1,3 L ",8.99,20.0,home/maintenence,41
4451,TS Jahod.korn.120 ml,0.59,20.0,dairy/cheese,41
4452,"COCA-COLA 1,5l VO   ",1.79,20.0,drinks/non-alcoholic,41
4453,PET obal záloha     ,0.15,0.0,home/office,41
4454,POD-FUSILLI 500g    ,2.09,20.0,home/office,41
4455,TS Chrumk.šalát 130g,1.19,10.0,fruits-veg/vegetable,41
4456,STPE mliecna 170 g  ,3.59,20.0,meat/meat,41
4457,TS˙ par.cherry 250 g,2.79,10.0,fruits-veg/vegetable,41
4458,CC TS˙ par.cherry 25,-1.14,10.0,fruits-veg/vegetable,41
4459,Sla.tr.par.kned.400g,1.89,20.0,pastry/other,2
4460,Sanytol dez.s. 500ml,3.39,20.0,home/maintenence,2
4461,Jacobs Crema 1kg    ,10.89,20.0,fruits-veg/fruit,2
4462,Cisárske párky      ,5.89622641509434,20.0,meat/meat-products,2
4463,Vysočina saláma     ,4.726027397260274,20.0,meat/smoked,2
4464,Milsy jog.jahoda145g,0.65,10.0,dairy/joghurts,2
4465,Strojová šunka      ,6.295264623955432,20.0,meat/meat-products,2
4466,KBlue. Losos Atlan. ,18.903225806451616,20.0,meat/fish,2
4467,KBlue. Losos Atlan. ,18.88888888888889,20.0,meat/fish,2
4468,K.Tvaroh odtuč. 250g,0.89,20.0,dairy/cheese,2
4469,K.Tvaroh polotu 250g,0.99,20.0,dairy/cheese,2
4470,"Movino Tramín 0,75l ",3.99,20.0,basic/flavoring,2
4471,Oravská slanina     ,9.904761904761903,20.0,meat/smoked,2
4472,Cest.Niťovky 200g   ,1.29,20.0,basic/pasta,2
4473,Abeceda ces.400g    ,0.95,20.0,home/office,2
4474,Ovsené vločky 500g  ,1.59,20.0,basic/morning,2
4475,Uhorka šalátová     ,0.89,10.0,fruits-veg/vegetable,2
4476,Jablko Evelina      ,2.4905303030303028,10.0,fruits-veg/fruit,2
4477,Zlatá kukur.170g    ,1.69,20.0,basic/canned-fruits-vegetable,2
4478,Kukurič.klásky 330g ,1.79,20.0,home/plants-garden,2
4479,Suš.paradajky 180g  ,1.39,20.0,basic/canned-fruits-vegetable,2
4480,Jahody 500g         ,1.59,20.0,fruits-veg/fruit,2
4481,Nivea AP spray b&w fresh 15             ,3.25,20.0,drugstore/hygiene,16
4482,S+S recy.vreckovky box 160              ,1.45,20.0,home/maintenence,16
4483,Petržlen voľný SF   ,3.6,20.0,fruits-veg/vegetable,1
4484,KUPÓN 10 EUR        ,0.0,0.0,other,1
4485,Karotka voľná       ,1.491935483870968,20.0,fruits-veg/vegetable,1
4486,PŠEN.MUKA HLADKÁ    ,0.79,20.0,basic/sugar-flour-rice,1
4487,Šalát ľadový kus    ,0.99,10.0,fruits-veg/vegetable,1
4488,Banány voľné        ,1.68848167539267,20.0,fruits-veg/fruit,1
4489,BEZ.CES.KOLIEN.STR  ,1.19,20.0,basic/pasta,1
4490,Jablká Evelina      ,2.49015748031496,10.0,fruits-veg/fruit,1
4491,SNACK BAG TIXY 125  ,1.99,20.0,pastry/sweet,1
4492,"ml.Clev.č.1,5% 1l   ",0.89,10.0,dairy/milk,1
4493,Kned.čuč.500g       ,2.39,20.0,pastry/sweet,1
4494,GRÉCKY JOGURT 1KG   ,3.49,10.0,dairy/joghurts,1
4495,Zeler voľný         ,1.889763779527559,20.0,fruits-veg/vegetable,1
4496,AKCIA BRAV.BALÍČEK  ,3.9901477832512313,20.0,meat/meat,1
4497,BRAV.PLECE          ,4.294003868471954,10.0,meat/meat,1
4498,DV JABLKO BEZ CUK.  ,0.79,20.0,baby/food,1
4499,parenica úd.105g    ,1.95,20.0,meat/smoked,1
4500,Giana Tuniak 170g   ,1.59,20.0,basic/canned-fish,1
4501,Slov.z pe.ty.z160g  ,1.69,20.0,snacks/salty,1
4502,Miva chr.araš.60g   ,0.45,20.0,snacks/sweet,1
4503,Trub.čokol.144g     ,1.09,20.0,snacks/sweet,1
4504,VIANOČKA OLZ        ,1.99,20.0,pastry/sweet,1
4505,POCHÚ.BEBE B.ML.NÁ  ,0.55,20.0,dairy/lact-free,1
4506,tvaroh Milko odtuč  ,1.29,20.0,dairy/cheese,1
4507,Kaiser šunka        ,9.90066225165563,20.0,meat/meat-products,1
4508,Jojo Húsenice80g    ,1.25,20.0,snacks/sweet,1
4509,tvaroh jem.Rajo 25  ,0.99,20.0,dairy/cheese,1
4510,jojo cuk.pap.80g    ,1.25,20.0,snacks/sweet,1
4511,Billa vajcia 10/L   ,1.99,20.0,dairy/eggs,1
4512,jog.Jogob.standart  ,0.59,10.0,dairy/joghurts,1
4513,SMOT.KYS.RAJO 250   ,0.79,10.0,dairy/cream,1
4514, Kupon 10 EUR                           ,-10.0,20.0,other,1
4515,"OLYNTH 0,1",5.15,10.0,dairy/milk,182
4516,MED ZAHORA,9.0,10.0,basic/jams-marmelade-honey,182
4517,"659894 Dám. d?er. py?amo, zelené s kvet., 36/38",22.99,20.0,basic/canned-fruits-vegetable,183
4518,   Online zľava|Online zľava|Online zľ,-5.75,20.0,drugstore/beauty,183
4519,"670307 Dám. dlhé pyžamo, cerveno-modré, 36/38",12.99,20.0,meat/meat,183
4520,   Online zľava|Online zľava|Online zľ,-3.25,20.0,drugstore/beauty,183
4521,"657847 -milk frother, accu, black",9.99,20.0,drugstore/beauty,183
4522,"  Keď káva, tak Tchibo: 25 % zľava na ",-2.5,20.0,basic/tea-coffee-soups,183
4523,531350 TC Rarität Kolumbien 500g,23.99,20.0,drinks/non-alcoholic,183
4524,"  Keď káva, tak Tchibo: 30 % zľava na ",-7.2,20.0,basic/tea-coffee-soups,183
4525,531405 -Dose Rarität Ostern 2024,9.99,20.0,drinks/non-alcoholic,183
4526,  Káva + Dóza|Káva + Dóza|Káva + Dóza,-9.99,20.0,basic/tea-coffee-soups,183
4527,OVOCNÁ KOCKA,1.4,20.0,meat/meat,44
4528,OVOCNÁ KOCKA,1.3,20.0,meat/meat,44
4529,OVOCNÝ REZ - MANDARÍN.,1.0,20.0,snacks/sweet,44
4530,GUĽA ČOKOLÁDOVÁ,1.4,20.0,pastry/sweet,44
4531,LASKONKA,1.3,20.0,pastry/sweet,44
4532,Zľava Lidl Plus     ,-0.41,20.0,home/plants-garden,3
4533,Karfiol             ,3.99,10.0,fruits-veg/vegetable,3
4534,"Kinder Pingui,240g  ",3.99,20.0,snacks/sweet,3
4535,Pom-Bär XXL         ,2.99,20.0,snacks/salty,3
4536,Jemn.suš. s ov.náp  ,2.79,20.0,drinks/alcohol,3
4537,Červené jablká Gala ,1.6873065015479878,10.0,fruits-veg/fruit,3
4538,Paradajky 450g      ,2.19,10.0,fruits-veg/vegetable,3
4539,Broskyne 750g       ,1.89,20.0,basic/canned-fruits-vegetable,3
4540,Lupienky sol. -30%  ,1.69,20.0,snacks/salty,3
4541,Kostíci Barvíci     ,0.49,10.0,meat/meat-products,3
4542,Raffaelo            ,1.19,20.0,drinks/alcohol,3
4543,Zázvor/ďumbier      ,7.923076923076923,20.0,basic/spices,3
4544,Paprika červená     ,3.2894736842105265,10.0,fruits-veg/vegetable,3
4545,Mrkva voľná         ,1.4983164983164985,20.0,fruits-veg/vegetable,3
4546,Venčeky žĺtkové     ,0.89,20.0,pastry/salty,3
4547,Deva Klasik         ,0.34,20.0,drugstore/beauty,3
4548,7130115001 ICO SIGNETT,0.3,20.0,dairy/joghurts,32
4549,7130115000 ICO SIGNETT,0.3,20.0,dairy/joghurts,32
4550,ICO BIND KLIP 51MM 12K,4.75,20.0,home/maintenence,32
4551,GMRS110-N3 Balóny s čí,3.6,20.0,home/maintenence,32
4552,Syrový rožok        ,0.79,20.0,pastry/salty,3
4553,Zľava Lidl Plus     ,-0.79,20.0,home/plants-garden,3
4554,Ocot kvas.lieh. 1l  ,0.55,20.0,basic/oil-acid-grease,3
4555,Vajcia voľný výbeh  ,1.99,20.0,dairy/eggs,3
4556,Škorica mletá       ,0.29,20.0,basic/spices,3
4557,Detské mydlo Mia    ,0.49,20.0,free-time/books-news-magazines,3
4558,Žemľová knedľa      ,0.99,20.0,pastry/other,3
4559,Brokolica 500g      ,1.99,10.0,fruits-veg/vegetable,3
4560,"Tek.myd.+náplň,MK   ",1.19,20.0,drugstore/hygiene,3
4561,Marhule 1kg         ,2.99,20.0,pastry/sweet,3
4562,Broskyne 750g       ,1.89,20.0,basic/canned-fruits-vegetable,3
4563,Kofila 35g          ,0.75,20.0,health/vitamins-ointments,3
4564,Banány v čokoláde   ,0.75,20.0,snacks/sweet,3
4565,Instant. kakao náp  ,3.99,20.0,snacks/sweet,3
4566,Bio drink           ,1.49,20.0,dairy/joghurts,3
4567,Dusená šunka Pure   ,0.99,20.0,meat/meat-products,3
4568,Pšeničná krupica    ,0.69,20.0,basic/sugar-flour-rice,3
4569,Bio Citróny 750g    ,1.29,20.0,fruits-veg/fruit,3
4570,Croissant marhuľa   ,3.29,20.0,pastry/sweet,3
4571,Manner 75g          ,0.99,20.0,health/medical-supplies,3
4572,Kostíci Barvíci     ,0.49,10.0,meat/meat-products,3
4573,Červ.šošovica       ,1.49,20.0,basic/wheat-legumes,3
4574,Mentos Fruit        ,0.85,20.0,snacks/sweet,3
4575,Orbit Spearm. 10ks  ,0.79,20.0,snacks/sweet,3
4576,"Pilot FriXion Clicker Pero gumovateľné, hrot 05 - modré",4.4,20.0,home/office,5
4577,Pravítko 30 cm,0.95,20.0,home/decorations,5
4578,8719194442788 Philodendron var.         ,14.99,20.0,home/plants-garden,184
4579,8719194108110 Hedera mix                ,2.49,20.0,basic/baking,184
4580,8588002920721 Šalvialekárska            ,0.85,20.0,meat/meat-products,184
4581,8588004580404 Mäta  ,0.85,20.0,fruits-veg/vegetable,184
4582,8588004580749 Bazalka zmes              ,0.85,20.0,basic/spices,184
4583,8588006254747 Medvedícesnak             ,1.39,20.0,snacks/sweet,184
4584,8588004580923 Pamajoránobyčajný         ,0.85,20.0,meat/fish,184
4585,8594157260025 Koleno    KGB             ,3.29,20.0,fruits-veg/vegetable,184
4586,8594157260018 Koleno    KGB             ,3.09,20.0,fruits-veg/vegetable,184
4587,8600198397498 Rúrakanalizač.            ,5.79,20.0,home/plants-garden,184
4588,OZ JABL.CERV. II.TR,0.994011976047904,10.0,dairy/joghurts,22
4589,OZ BANANY,1.0875,20.0,fruits-veg/fruit,22
4590,LIZ ROKSOVA 8g,0.19,20.0,home/plants-garden,22
4591,MLIEKO RAJO CERS 1.5% 1l,1.09,10.0,dairy/milk,22
4592,OZ ZAZVOR,5.866666666666667,20.0,basic/spices,22
4593,COK FIGARO POLEVA ML 100g,0.85,20.0,snacks/sweet,22
4594,CAJ ZAHRADNA ZM 40g,1.19,20.0,basic/tea-coffee-soups,22
4595,COOP JOG SMOT BIELY 150g,0.45,10.0,dairy/joghurts,22
4596,COOP JOGURTIK VAN+DR135g,0.21,10.0,dairy/joghurts,22
4597,COOP PEC LUP LEKVAR 65g,0.65,20.0,baby/supplies-hygiene,22
4598,Tablety do um.Lem   ,12.99,20.0,home/maintenence,3
4599,Zľava Lidl Plus     ,-0.95,20.0,home/plants-garden,3
4600,Farm.kur.prs.rezne  ,8.485221674876847,10.0,meat/meat,3
4601,Pirátske párky      ,2.19,20.0,meat/meat-products,3
4602,Kinder Bueno 5pack  ,3.39,20.0,snacks/sweet,3
4603,Croissant marhuľa   ,3.29,20.0,pastry/sweet,3
4604,Bryndza             ,1.49,20.0,dairy/cheese,3
4605,Biele hrozno 500g   ,2.99,20.0,fruits-veg/fruit,3
4606,Závin XXL-kakao     ,1.79,20.0,pastry/sweet,3
4607,Závin XXL-tvaroh    ,1.79,20.0,dairy/cheese,3
4608,Banány              ,1.6903409090909092,20.0,fruits-veg/fruit,3
4609,Smot. nátierka XXL  ,1.09,20.0,basic/spread,3
4610,Panzani Kolienka    ,0.99,20.0,basic/pasta,3
4611,"110425 Paw Patrol vodná hra            
",2.99,20.0,free-time/toys,10
4612,MAGNE B6 TBL OBD 100X,9.39,10.0,health/vitamins-ointments,19
4613,4-71-11-0960-0 37.0 ,34.95,20.0,basic/baking,28
4614,25% na 1p det. obu  ,-9.0,20.0,home/maintenence,28
4615,"babylove šampón sensitive,              ",1.95,20.0,baby/supplies-hygiene,16
4616,Hami Daisy ban. jablko 6M 1             ,1.35,20.0,baby/food,16
4617,Balea tek.mydlo 850ml magn.             ,0.95,20.0,drugstore/beauty,16
4618,Bupi detske mydlo 100g                  ,0.75,20.0,baby/supplies-hygiene,16
4619,babylove baby mydlo 100g                ,0.75,20.0,baby/supplies-hygiene,16
4620,RS23-TSD030-00B-S Damske tricko RS23-T,11.9,20.0,health/vitamins-ointments,185
