id,receipt_id,issue_date,organization_id,user_id,tax_base_basic,tax_base_reduced,total_price,free_tax_amount,vat_amount_basic,vat_amount_reduced,vat_rate_basic,vat_rate_reduced
660,O-273E72F7E8D143D3BE72F7E8D193D32C,05.06.2024 12:23:55,187,19,0,4.45,4.9,0,0,0.45,20,10
661,O-3E2E37D96DE742E2AE37D96DE7A2E2F3,04.06.2024 17:38:42,100,17,19.16,0,22.99,,3.83,0,20,10
662,O-370D0223360043478D02233600B347D2,31.05.2024 10:23:50,20,14,,13,14.3,,,1.3,,10
663,O-2CC9070F5705410689070F5705810631,07.06.2024 17:31:40,184,9,50.61,0,60.73,0,10.12,0,20,10
664,O-6590F193267D46E890F193267DC6E849,29.05.2024 11:23:31,16,14,28.83,0,34.6,0,5.77,0,20,10
665,O-4ADA89F0EDBA41899A89F0EDBA01895D,28.05.2024 11:25:46,3,1,22.57,14.23,42.73,0,4.51,1.42,20,10
666,V-0701F2FEA88C400F81F2FEA88C600F65,16.09.2023 10:29:56,188,19,,165,187.5,6,,16.5,,10
667,O-440AC0D6F0D54C038AC0D6F0D55C035E,29.05.2024 11:42:13,48,13,2.5,0,3,0,0.5,0,20,10
668,O-D451BC56F02B4F8F91BC56F02BAF8FDF,28.05.2024 18:14:29,83,13,5.92,113,131.4,,1.18,11.3,20,10
669,O-AB44B11559F642BA84B11559F672BACA,10.06.2024 17:17:48,3,4,35.57,13.41,57.58,0.15,7.11,1.34,20,10
670,O-CF20612ECE724285A0612ECE72E2854D,10.06.2024 15:47:06,147,1,24.08,0,28.9,0,4.82,0,20,10
671,O-EDBD06E9EE1E4206BD06E9EE1E520652,13.06.2024 11:23:01,86,17,7.17,,8.6,,1.43,,20,
672,O-CF118E0C07764792918E0C077667922D,13.06.2024 10:57:26,3,8,43.43,0,53.92,1.8,8.69,0,20,10
673,O-67AFD772898A4D7CAFD772898A2D7C70,13.06.2024 14:00:32,1,2,59.06,21.14,95.17,1.05,11.81,2.11,20,10
674,O-F8D1EFE3A7F7491091EFE3A7F7991081,22.05.2024 13:54:06,193,8,7.16,19.23,29.74,,1.43,1.92,20,10
675,O-4015D54D96B44F5195D54D96B44F5132,21.06.2024 12:06:12,1,7,58.89,35.94,110.2,0,11.78,3.59,20,10
676,O-95CC0D61B9C842098C0D61B9C8E209C4,19.06.2024 17:27:00,194,2,14.62,0,17.54,0,2.92,0,20,10
677,O-EF1554AE650B4A429554AE650B3A42CB,21.06.2024 17:20:11,96,3,19.67,34.18,61.2,,3.93,3.42,20,10
678,O-6D980452FC40475C980452FC40475CFC,21.06.2024 18:15:08,5,18,11.21,0,13.45,0,2.24,0,20,10
679,O-5A0D9AF35DA540338D9AF35DA5C03323,21.06.2024 18:34:00,16,12,23.58,0,28.3,0,4.72,0,20,10
680,O-D881AD2D40B3491681AD2D40B3A9165B,21.06.2024 17:59:11,195,1,19.15,0,22.98,,3.83,0,20,10
681,O-732D0ED5717C43B2AD0ED5717C83B2CB,22.06.2024 11:19:10,4,12,62.05,0,74.46,0,12.41,0,20,10
682,O-E1E8730D9E254677A8730D9E2576779E,18.06.2024 18:56:41,196,5,,,320,,,,,
683,O-D429E6F7B70A48EDA9E6F7B70A68ED95,22.06.2024 13:07:57,197,17,2.07,60.64,69.17,0,0.42,6.04,20,10
684,O-BD21EF9134834E84A1EF9134830E848E,22.06.2024 09:55:52,46,16,23.67,0,28.4,0,4.73,0,20,10
685,O-60A84049366941E9A840493669F1E978,22.06.2024 10:00:08,198,15,15.83,,19,,3.17,,20,
686,O-C552CC95C16B4A0E92CC95C16B2A0EA3,22.06.2024 13:21:52,16,15,21.75,0,26.1,0,4.35,0,20,10
687,O-19799B458E344689B99B458E34868961,18.06.2024 15:26:42,199,5,29.15,0,34.98,0,5.83,0,20,10
688,O-6608C903019B49A688C903019BF9A681,19.06.2024 11:43:14,200,14,3,3.64,7.6,0,0.6,0.36,20,10
689,O-765DA8C7D9214DC69DA8C7D9217DC65E,20.06.2024 15:15:34,20,2,2,5.65,8.62,,0.4,0.57,20,10
690,O-2D92909E18294CE392909E1829BCE336,19.06.2024 14:35:40,16,11,7.17,0,8.6,0,1.43,0,20,10
691,O-B109A14BEDB544DF89A14BEDB554DF30,13.06.2024 17:15:43,134,19,,30.35,33.39,,,3.04,,10
692,O-20DA927D06BB4C3A9A927D06BB4C3A72,18.06.2024 15:46:51,3,7,22.07,1.73,28.54,0.15,4.42,0.17,20,10
693,O-29ED49A33BD34BBAAD49A33BD35BBA9D,13.06.2024 17:04:29,48,6,11.67,0,14,0,2.33,0,20,10
694,O-2339D96957BD499AB9D96957BDE99AAF,13.06.2024 17:29:33,201,2,9.33,,11.2,,1.87,,20,
695,O-BC8787743353491E8787743353991E2D,14.06.2024 17:07:34,38,6,70.52,0,84.65,0,14.11,0,20,10
696,O-AE3346300AAF4C45B346300AAF0C45AC,31.05.2024 16:55:48,175,18,10.83,0,13,0,2.17,0,20,10
697,O-4046BF0CBD8B442386BF0CBD8BC423F4,13.06.2024 17:09:11,166,2,10.41,,12.49,,2.08,,20,
698,O-F90915F5E6A7494E8915F5E6A7B94E33,14.06.2024 12:19:28,3,18,58.56,27.84,102.69,1.8,11.71,2.78,20,10
699,O-3A5B82EEA72842279B82EEA7286227C4,17.06.2024 12:01:19,200,15,3,2.91,6.8,0,0.6,0.29,20,10
700,O-232E1654A3E94D2BAE1654A3E9BD2B1A,23.06.2024 14:26:10,202,19,33,71.09,117.8,0,6.6,7.11,20,10
701,O-9A266DAD6BE9475FA66DAD6BE9375FA8,24.06.2024 18:04:53,199,2,93.29,0,111.95,0,18.66,0,20,10
702,O-B23FAEC5E9B44D07BFAEC5E9B4BD07AF,24.06.2024 12:09:06,203,20,6.25,0,7.5,0,1.25,0,20,10
703,O-FC5FAD650B524C559FAD650B52DC55C2,24.06.2024 15:13:39,3,6,25.9,13.89,46.51,0.15,5.18,1.39,20,10
704,O-05ECA6FBD7C74370ACA6FBD7C7237072,24.06.2024 15:14:13,3,1,0,0.5,0.55,0,0,0.05,20,10
705,O-BC8CEB814AE740D08CEB814AE760D0F4,23.06.2024 16:43:11,204,15,10.11,,12.13,,2.02,,20,
706,O-22AFE433A0504F97AFE433A050DF9780,20.06.2024 13:05:11,205,10,0,15.55,17.1,0,0,1.55,20,10
707,V-90588B4572F94F7D988B4572F97F7D5C,28.06.2024 09:39:14,206,19,4.4,,5.28,,0.88,,20,
708,O-9E87F45D460C423E87F45D460C623E7F,29.06.2024 18:43:24,207,17,4.67,44.45,54.5,0,0.93,4.45,20,10
709,O-9BA9409DD4FC4941A9409DD4FC1941E2,30.06.2024 09:17:57,67,5,0,1.95,2.3,0,0,0.2,20,10
710,O-14C3A2AD95ED4B5183A2AD95EDFB51DE,03.07.2024 11:35:01,132,4,,8.91,9.8,,,0.89,,10
711,O-FFA32D77B8E34F43A32D77B8E3BF43BF,03.07.2024 11:34:12,132,10,,11.27,12.4,,,1.13,,10
712,O-25D4DA384C954DBA94DA384C95CDBABD,03.07.2024 11:36:17,132,17,,10.36,11.4,,,1.04,,10
713,O-D14565A5593E47068565A5593EC70622,03.07.2024 12:12:37,209,10,0,8.82,9.7,0,0,0.88,20,10
714,O-D14565A5593E47068565A5593EC70622,03.07.2024 12:12:37,209,17,0,8.82,9.7,0,0,0.88,20,10
715,O-D14565A5593E47068565A5593EC70622,03.07.2024 12:12:37,209,20,0,8.82,9.7,0,0,0.88,20,10
716,O-71EE359329AF499BAE359329AF099B4A,04.07.2024 11:45:38,41,5,25.37,0,31.34,0.9,5.07,0,20,10
717,O-54E012227792400BA012227792200BE0,04.07.2024 11:59:10,4,2,55.56,0,66.67,0,11.11,0,20,10
718,O-00264B140D9846FCA64B140D9876FCAD,06.07.2024 17:51:30,1,6,58.68,19.61,91.99,0,11.74,1.96,20,10
719,O-086749EB27864827A749EB2786282704,08.07.2024 12:16:35,132,2,,6.82,7.5,,,0.68,,10
720,O-547B0CFAB6F54151BB0CFAB6F55151DF,08.07.2024 12:17:45,132,13,,5.73,6.3,,,0.57,,10
721,O-8BB56A40FCC348B5B56A40FCC358B5AE,01.07.2024 08:42:05,129,11,15.13,,18.16,,3.03,,20,
722,O-0922B6C1984642A0A2B6C19846B2A0B1,08.07.2024 16:13:44,210,11,13.86,36.51,56.79,,2.77,3.65,20,10
723,O-3815C0F23906439795C0F23906839739,11.07.2024 12:39:12,41,16,69.02,12.28,97.23,0.9,13.8,1.23,20,10
724,O-664979501BAF45AF8979501BAFC5AFBF,16.07.2024 17:34:36,211,11,43.21,,51.85,,8.64,,20,
725,O-1669950458984F4BA9950458986F4B27,14.07.2024 08:40:58,4,19,33.17,0,39.8,0,6.63,0,20,10
726,O-67235FA06DA54580A35FA06DA5A580F7,17.07.2024 16:50:02,3,15,30.53,10.15,47.8,0,6.11,1.01,20,10
727,O-5C7B2FB9A5864226BB2FB9A586C2266B,18.07.2024 12:23:45,213,16,1.83,,2.2,,0.37,,20,
728,O-15079367E7E04842879367E7E0C84258,14.07.2024 12:22:57,214,11,3.33,,4,,0.67,,20,
729,O-137F3A54B67743E0BF3A54B67793E09A,11.07.2024 16:38:40,122,16,19.64,1.59,25.32,,3.93,0.16,20,10
730,O-A8FF3587E1944DB3BF3587E194CDB3C0,11.07.2024 13:10:43,215,8,8,0,9.6,0,1.6,0,20,10
731,O-68A65A4F3DF44D33A65A4F3DF4FD339D,16.07.2024 16:51:19,216,4,52.96,0,63.55,0,10.59,0,20,10
732,O-E204CF3ACEA24F4A84CF3ACEA20F4AD1,16.07.2024 12:54:54,56,8,18.25,0,21.9,0,3.65,0,20,10
733,O-DD2D96EEE0E84BB1AD96EEE0E86BB18F,10.07.2024 14:13:25,56,4,0.41,7.89,9.17,0,0.08,0.79,20,10
734,O-7898D0B7568A453098D0B7568A853000,19.07.2024 07:22:50,4,3,24.83,0,29.8,0,4.97,0,20,10
735,O-78802D9AE98D4B9A802D9AE98D9B9A46,19.07.2024 07:47:05,3,3,22.6,18.16,47.1,0,4.52,1.82,20,10
736,O-E1F9D7D61A534DD1B9D7D61A530DD14E,18.07.2024 16:22:51,41,18,96.59,37.22,157.6,0.75,19.32,3.72,20,10
737,O-2AA2D465FEA647F9A2D465FEA6E7F9D3,20.07.2024 15:09:31,3,19,8.43,2.36,13.92,1.2,1.69,0.24,20,10
738,O-ABEAED20EB6D4AF4AAED20EB6DDAF44C,19.07.2024 12:01:00,1,19,10.65,9.2,22.9,0,2.13,0.92,20,10
739,O-ADC8FAA2BC4A49C588FAA2BC4AE9C570,07.07.2024 16:49:12,217,5,11.67,,14,,2.33,,20,
740,O-11CE94459A2446618E94459A24366117,03.07.2024 13:50:50,124,18,9.64,0,11.7,0.15,1.93,0,20,10
741,O-14AAC76915884967AAC7691588496722,20.07.2024 09:03:09,218,10,35.37,6.91,50.05,0,7.08,0.69,20,10
742,O-8FB535FD73894BB4B535FD73893BB42D,16.07.2024 18:32:58,41,6,12.37,0,14.84,0,2.47,0,20,10
743,O-E277C9C01C7A4E53B7C9C01C7A1E53FD,12.07.2024 15:35:36,134,1,,,11.6,,,,,
744,O-1425A50C2F7B4243A5A50C2F7B324395,24.06.2024 20:20:54,219,5,33.37,0,40.05,0,6.67,0,20,10
745,O-ACC6401316E94F6686401316E91F66C5,08.06.2024 17:57:21,75,9,41.67,0,50,0,8.33,0,20,10
746,O-8177B419E39A4AAEB7B419E39A8AAE38,14.07.2024 13:03:44,220,12,0,13.82,15.2,0,0,1.38,20,10
747,O-23E254223E6742A6A254223E67D2A603,11.07.2024 17:30:52,3,14,12.36,5.41,22.58,1.8,2.47,0.54,20,10
748,O-E355DACB77034D0895DACB7703AD0883,21.07.2024 19:15:44,219,2,26.03,0,31.24,0,5.21,0,20,10
749,O-E355DACB77034D0895DACB7703AD0883,21.07.2024 19:15:44,219,17,26.03,0,31.24,0,5.21,0,20,10
751,O-E4029D5F5FAA4A79829D5F5FAA5A7988,22.07.2024 18:23:24,2,14,25.52,5.3,37.5,1.05,5.1,0.53,20,10
752,O-3F2C0D4D00584389AC0D4D00585389B9,22.07.2024 17:45:42,119,13,30.83,0,37,0,6.17,0,20,10
753,O-6A7BA0CFECCD442FBBA0CFECCDE42FC2,22.07.2024 17:53:28,221,9,7.5,0,9,,1.5,0,20,10
754,O-96F03FFDD5E2488FB03FFDD5E2288F88,19.07.2024 13:24:47,222,15,32.5,0,39,0,6.5,0,20,10
755,O-11CE94459A2446618E94459A24366117,03.07.2024 13:50:50,124,15,9.64,0,11.7,0.15,1.93,0,20,10
756,O-2E56E4B7DF72449996E4B7DF72549904,24.07.2024 16:37:40,139,11,18.3,0,21.96,0,3.66,0,20,10
757,O-E3FC627FD9BF4DE1BC627FD9BFDDE1B8,24.07.2024 11:33:47,1,16,4.12,2.35,7.83,0.3,0.82,0.24,20,10
758,O-3B97305B78B14F7A97305B78B1EF7A95,24.07.2024 15:02:34,139,17,6.4,12.13,21.02,0,1.28,1.21,20,10
759,O-3117F684F322459B97F684F322659B68,25.07.2024 12:28:20,1,4,15.2,0.81,19.15,0,3.04,0.08,20,10
760,O-6AC8F099C32742D888F099C32732D834,26.07.2024 15:03:53,2,1,0.85,12.12,14.35,0,0.17,1.21,20,10
761,O-B94C426E7BAD43BE8C426E7BAD33BEF8,26.07.2024 14:30:37,139,8,27.83,0,33.4,0,5.57,0,20,10
762,O-187165BE470C4180B165BE470C618087,26.07.2024 13:25:22,139,17,4.32,9.41,15.53,0,0.86,0.94,20,10
763,O-FA88555B0DCC4FCE88555B0DCC5FCE64,10.07.2024 17:43:05,223,3,6.58,162.84,187.02,0,1.32,16.28,20,10
764,O-1B5BC6B326EB47009BC6B326EB270076,10.07.2024 13:31:52,224,20,,68.18,75,,,6.82,,10
765,O-8268B5D9925B4328A8B5D9925B332858,10.07.2024 18:51:48,225,15,4.83,12.91,20,,0.97,1.29,20,10
766,O-6FF63BD0EEEB4F2CB63BD0EEEB4F2CDF,10.07.2024 13:35:10,224,15,6.25,0,7.5,0,1.25,0,20,10
767,O-0107004426CE4D1287004426CE7D120F,27.07.2024 10:27:20,1,14,14.57,4.15,22.06,0,2.92,0.42,20,10
768,O-1C92A16476B646B292A16476B686B270,27.07.2024 17:08:10,4,14,25.27,0,30.32,0,5.05,0,20,10
769,O-316386F301864454A386F3018654541A,27.07.2024 16:50:00,226,2,16.66,0,19.99,,3.33,0,20,10
770,O-C0EB4DB2616B4BBDAB4DB2616BCBBD7F,30.07.2024 18:50:28,1,13,12.94,6.04,22.18,0,2.59,0.61,20,10
771,O-36376D52EF224A12B76D52EF22CA12A0,01.08.2024 09:59:38,2,14,16.15,16.93,38,0,3.23,1.69,20,10
772,O-0B8F9EDBA23A415B8F9EDBA23A815BED,01.08.2024 15:35:50,139,19,102.43,0,122.92,0,20.49,0,20,10
773,O-777AE48EF612405DBAE48EF612205DAA,01.08.2024 09:09:48,227,7,3.25,,3.9,,0.65,,20,
774,O-6C4551CADBB14FFE8551CADBB1FFFE57,07.08.2024 16:17:59,1,3,53.84,21.46,89.11,0.9,10.77,2.14,20,10
775,O-37F21295DF854BB7B21295DF85DBB702,30.07.2024 09:08:58,229,15,0,0,0,0,0,0,20,10
776,O-BBEC964B79F048C2AC964B79F0F8C24E,24.05.2024 19:34:24,230,14,,362.73,399,,,36.27,,10
777,O-8E72994D005542A7B2994D0055C2A779,12.08.2024 20:52:14,46,11,4.92,0,6.2,0.3,0.98,0,20,10
778,O-1C0DCAD34B244D068DCAD34B24BD0644,17.09.2024 11:25:55,3,15,43.78,0,54.64,2.1,8.76,0,20,10
779,O-9F343289E3974CF4B43289E3974CF4A3,15.09.2024 12:11:57,179,13,12.9,0,15.48,0,2.58,0,20,10
780,O-2C1F4B61702B4CE89F4B61702B9CE8EC,14.09.2024 11:02:58,97,18,69,0,82.8,0,13.8,0,20,10
781,O-F1FBD12708224C86BBD1270822DC8680,09.09.2024 14:44:27,5,6,1.9,0,2.28,0,0.38,0,20,10
782,O-2EED8EEC74424805AD8EEC74424805F5,11.09.2024 18:22:00,41,3,17.19,5.42,26.59,0,3.44,0.54,20,10
783,O-33B2886039694A8BB288603969EA8B5F,14.09.2024 22:03:46,231,19,83.33,178.18,296,0,16.67,17.82,20,10
784,O-06B65D56CD044638B65D56CD04B638BB,10.09.2024 08:51:00,41,15,0.66,0,0.94,0.15,0.13,0,20,10
785,O-79D2B4491B3A4D6F92B4491B3A4D6FC2,10.09.2024 08:52:10,41,5,13.02,0,18.32,2.7,2.6,0,20,10
786,O-F7FB9CAE31AE4131BB9CAE31AE1131BB,14.09.2024 13:38:08,16,10,23,0,27.6,0,4.6,0,20,10
787,O-CABF979F183F4262BF979F183FB26202,13.09.2024 08:10:06,41,7,17.76,2.23,23.76,0,3.55,0.22,20,10
788,O-E11F978D10194F759F978D10192F75EA,07.09.2024 11:12:16,1,17,27.48,5.12,38.61,0,5.5,0.51,20,10
789,O-8D831CF05E384EBA831CF05E387EBACC,16.09.2024 11:38:41,187,7,0,7.77,8.55,0,0,0.78,20,10
790,O-6082F63AB762417482F63AB762817428,10.09.2024 12:43:17,16,12,7.58,0,9.1,0,1.52,0,20,10
791,O-EF8551ADC82C41DA8551ADC82CD1DA68,14.09.2024 11:27:07,46,17,25.42,0,30.5,0,5.08,0,20,10
792,O-719EFA470A5B4C909EFA470A5BFC902B,08.09.2024 18:55:55,41,13,0,2.27,2.5,0,0,0.23,20,10
793,O-F2E823382D394503A823382D39050368,11.09.2024 15:24:14,5,20,6.82,0,8.18,0,1.36,0,20,10
794,O-A290BE584E57440590BE584E5744056F,17.09.2024 14:11:22,22,4,13.61,5.53,22.41,0,2.72,0.55,20,10
795,O-F9513C9E948D48FA913C9E948D68FA47,05.09.2024 15:14:19,58,10,,5.96,6.56,,,0.6,,10
796,O-E434FE4BA17741BBB4FE4BA17791BB0C,07.09.2024 17:32:47,5,3,39.84,0,47.81,0,7.97,0,20,10
797,O-D50A9C33A1874AB98A9C33A1876AB940,07.09.2024 17:38:05,16,9,2.67,0,3.2,0,0.53,0,20,10
798,O-8921345953FC48FAA1345953FCB8FA37,08.09.2024 09:45:10,39,13,55.51,0,66.61,,11.1,0,20,10
799,O-CC7E9F8A179245F5BE9F8A179285F506,10.09.2024 12:25:55,187,18,0.5,7.63,8.99,0,0.1,0.76,20,10
800,O-80740292B90E4D10B40292B90EED1060,04.09.2024 17:19:10,16,15,25.5,0,30.6,0,5.1,0,20,10
801,O-325537417A1D467F9537417A1DB67F47,04.09.2024 18:11:28,75,4,13.33,0,16,0,2.67,0,20,10
802,O-4576630C17724C8AB6630C1772DC8AC2,11.09.2024 12:26:43,232,15,,17.36,19.1,,,1.74,,10
803,O-32466784BDE44C97866784BDE49C976C,11.09.2024 18:27:24,85,2,,5.45,6,,,0.55,,10
804,O-E5F8F6AE2A0A408CB8F6AE2A0A408C66,20.08.2024 11:59:57,154,15,0,5.37,5.91,0,0,0.54,20,10
805,O-3DE89A943DE64144A89A943DE6C1447F,04.09.2024 17:24:46,233,8,5.13,0,6.16,0,1.03,0,20,10
806,O-A83DFF20C82D4AF4BDFF20C82D6AF425,04.09.2024 17:05:43,1,8,18.94,2.77,25.78,0,3.79,0.28,20,10
807,O-D62962DF11004374A962DF1100B374A6,04.09.2024 17:35:17,5,17,25.82,0,30.98,0,5.16,0,20,10
808,O-F3BB38588FCA48F1BB38588FCA98F153,19.08.2024 12:17:29,187,12,0,7.61,8.37,0,0,0.76,20,10
809,O-8D59B42D4E69422999B42D4E69E2296B,02.09.2024 09:23:23,3,19,47.99,14.22,66.78,-6.45,9.6,1.42,20,10
810,O-5C54A4D17CCD456C94A4D17CCDE56C3B,31.08.2024 13:47:24,3,10,4.15,0,4.98,0,0.83,0,20,10
811,O-C88344BF3390439B8344BF3390339B1E,18.08.2024 10:33:12,41,9,9.91,6.97,19.56,0,1.98,0.7,20,10
812,O-76E66C3B149549C1A66C3B1495B9C196,31.08.2024 14:14:46,45,5,16.06,0,19.27,0,3.21,0,20,10
813,O-020A41D2D3F1493B8A41D2D3F1193B61,06.09.2024 18:44:10,84,6,4.83,38.73,48.4,0,0.97,3.87,20,10
814,O-4FB7B9C2A43844C0B7B9C2A43814C057,31.08.2024 14:04:47,234,20,25.42,0,30.5,0,5.08,0,20,10
815,O-0116F8CA22CB410F96F8CA22CBB10F32,04.09.2024 18:28:15,24,2,24.99,,29.99,,5,,20,
816,O-340D0A4BB8F3493A8D0A4BB8F3993ACE,31.08.2024 19:55:44,83,13,61.58,202,296.1,,12.32,20.2,20,10
817,O-9633AD8B5AD742B2B3AD8B5AD752B2A9,19.08.2024 14:55:37,18,6,33.36,0,40.03,0,6.67,0,20,10
818,O-0DFEA231C0134AEBBEA231C013BAEB34,28.08.2024 09:25:17,151,5,18.62,8.04,31.19,0,3.73,0.8,20,10
819,O-D79FEEC561C14C7D9FEEC561C12C7DC2,01.09.2024 08:31:16,3,1,10.32,0,14.48,2.1,2.06,0,20,10
820,O-A6DC143674444E219C143674448E21E7,22.08.2024 11:49:41,41,6,1.54,1.08,3.04,0,0.31,0.11,20,10
821,O-FED2BD72634F4D4792BD72634FAD4735,01.09.2024 13:03:04,235,6,,5,5.5,,,0.5,,10
822,O-C2B8CF75403646DBB8CF754036E6DB09,01.09.2024 12:42:49,235,16,,32.45,35.7,,,3.25,,10
823,O-3D3E9A86E73E41F5BE9A86E73E21F504,31.08.2024 14:33:11,236,4,,,13.4,13.4,,,,
824,O-80C9138F4E384A5A89138F4E382A5A85,11.09.2024 12:30:58,237,11,,5.18,5.7,,,0.52,,10
825,O-B62462DEFAA8499DA462DEFAA8B99D64,08.09.2024 14:11:13,84,9,9.67,58.09,75.5,0,1.93,5.81,20,10
826,O-32F3007B1E1848C4B3007B1E18E8C4E3,13.07.2024 10:04:03,151,3,10.95,0.81,14.03,0,2.19,0.08,20,10
827,O-1EECC5E1B4CF4D7AACC5E1B4CF4D7A9F,12.08.2024 12:19:25,232,19,,23.73,26.1,,,2.37,,10
828,O-F6B54F07D1D94D83B54F07D1D94D835B,14.08.2024 19:05:46,3,8,21.87,3.12,31.47,1.8,4.37,0.31,20,10
829,O-25F16E7B164B4E3BB16E7B164B3E3BF5,01.07.2024 11:35:22,238,5,0,9.09,10,0,0,0.91,20,10
830,O-D732C0C2C8A94066B2C0C2C8A9C06603,18.08.2024 17:04:58,6,4,10.82,0,12.99,0,2.17,0,20,10
831,O-39A66507E473460CA66507E473E60C95,30.08.2024 12:25:36,3,6,36.62,7.94,52.68,0,7.33,0.79,20,10
832,O-AB8CC509B7204C8A8CC509B7203C8A3E,31.07.2024 22:41:21,98,2,20.5,9.91,35.5,0,4.1,0.99,20,10
833,O-E3671C79411F41A1A71C79411FA1A1F6,22.07.2024 13:59:01,200,20,3,2.91,6.8,0,0.6,0.29,20,10
834,O-11A8B4058AF34D25A8B4058AF33D2548,26.07.2024 17:00:17,18,11,41.77,0,50.13,0,8.36,0,20,10
835,O-7052709DBDFE497F92709DBDFEE97F0D,12.08.2024 14:25:56,234,4,4.17,0,5,0,0.83,0,20,10
836,V-14D1CF0D85F54B7E91CF0D85F54B7EA5,20.07.2024 14:04:16,239,15,,,39.7,39.7,,,,
837,O-EF33BB20C8314B3AB3BB20C831EB3AB5,19.07.2024 14:59:40,240,6,7.5,,9,,1.5,,20,
838,O-0601BC811E37414681BC811E37014684,13.08.2024 19:11:34,241,17,31.75,0,38.25,0.15,6.35,0,20,10
839,O-9E015E757EB44DB2815E757EB42DB2D9,29.06.2024 13:37:12,242,6,28.75,69,110.4,0,5.75,6.9,20,10
840,O-E589B107EC09424689B107EC09224677,27.06.2024 11:44:52,187,19,0,7.1,7.81,0,0,0.71,20,10
841,O-2FBC6D2284D64171BC6D2284D64171B2,13.08.2024 19:22:29,241,2,0,3.18,3.5,0,0,0.32,20,10
842,O-280C3C5F282E4ED48C3C5F282EDED447,13.08.2024 15:35:42,52,15,20,,24,,4,,20,
843,O-B5DEB2DDC97A431B9EB2DDC97A831BCF,06.07.2024 08:24:12,243,11,4.62,,5.7,0.15,0.93,,20,
844,O-8312AF6B9FB04F6592AF6B9FB0CF6520,30.07.2024 15:06:15,26,8,,9.35,10.28,,,0.93,,10
845,O-BE058C49564E41D6858C49564EB1D680,30.07.2024 15:25:10,16,19,31.37,0,37.65,0,6.28,0,20,10
846,O-06619A86E33F414BA19A86E33F914B06,16.07.2024 16:04:38,153,13,1.37,,1.65,,0.28,,20,
847,O-7F56EF3D63EE4CB096EF3D63EE5CB075,27.06.2024 12:02:19,16,12,20.83,0,25,0,4.17,0,20,10
848,O-C681C67731BE4A2981C67731BE1A295F,27.07.2024 11:34:00,3,5,20.95,1.35,28.58,1.95,4.19,0.14,20,10
849,O-B88BA499F3D547868BA499F3D5B7861A,11.08.2024 13:00:12,204,6,24.6,,29.52,,4.92,,20,
850,O-94B5B96CAF28498DB5B96CAF28598D9D,06.07.2024 18:55:53,244,4,,34.55,38,,,3.45,,10
851,O-5EA2469F0B9847D2A2469F0B98C7D282,27.07.2024 16:20:52,20,19,0,6.82,7.5,0,0,0.68,20,10
852,O-FF78FC5591584346B8FC559158B34671,23.07.2024 17:13:37,151,20,6.54,1.64,9.65,0,1.31,0.16,20,10
