category,product_id,quantity
dairy/cheese,4064,1.0
dairy/joghurts,4064,1.0
drinks/wine,4064,1.0
fruits-veg/fruit,4065,1.288
meat/meat-products,4065,1.288
drinks/alcohol,4065,1.288
basic/pasta,4066,2.0
home/office,4066,2.0
home/laundry,4066,2.0
fruits-veg/vegetable,4067,2.0
fruits-veg/fruit,4067,2.0
drinks/alcohol,4067,2.0
fruits-veg/vegetable,4068,2.0
snacks/sweet,4068,2.0
dairy/joghurts,4068,2.0
home/maintenence,4069,1.0
drugstore/beauty,4069,1.0
home/accessories,4069,1.0
home/maintenence,4069,1.0
drugstore/beauty,4069,1.0
home/accessories,4069,1.0
home/maintenence,4069,1.0
drugstore/beauty,4069,1.0
auto/care,4069,1.0
fruits-veg/vegetable,4070,2.0
dairy/cheese,4070,2.0
free-time/books-news-magazines,4070,2.0
fruits-veg/vegetable,4071,4.0
meat/meat,4071,4.0
basic/spices,4071,4.0
fruits-veg/fruit,4072,4.0
home/plants-garden,4072,4.0
basic/flavoring,4072,4.0
fruits-veg/fruit,4073,1.0
drinks/alcohol,4073,1.0
dairy/lact-free,4073,1.0
fruits-veg/fruit,4074,1.0
fruits-veg/vegetable,4074,1.0
free-time/books-news-magazines,4074,1.0
fruits-veg/fruit,4075,5.0
home/office,4075,5.0
free-time/toys,4075,5.0
dairy/joghurts,4076,0.246
snacks/sweet,4076,0.246
pastry/sweet,4076,0.246
basic/pasta,4077,1.0
frozen/instant,4077,1.0
home/cleaning,4077,1.0
basic/sauces,4078,1.0
drinks/alcohol,4078,1.0
drinks/non-alcoholic,4078,1.0
basic/canned-fruits-vegetable,4079,1.0
basic/pasta,4079,1.0
fruits-veg/vegetable,4079,1.0
basic/canned-fruits-vegetable,4080,1.0
fruits-veg/vegetable,4080,1.0
home/office,4080,1.0
dairy/cheese,4081,1.0
drinks/beer,4081,1.0
basic/soy-products,4081,1.0
basic/canned-fruits-vegetable,4082,2.0
frozen/fruit-vegetable,4082,2.0
fruits-veg/vegetable,4082,2.0
pastry/sweet,4083,1.0
home/accessories,4083,1.0
home/maintenence,4083,1.0
basic/sauces,4084,1.0
basic/instant,4084,1.0
drinks/beer,4084,1.0
meat/fish,4085,1.0
basic/canned-fish,4085,1.0
home/maintenence,4085,1.0
dairy/cheese,4086,1.0
pastry/sweet,4086,1.0
basic/instant,4086,1.0
basic/sauces,4087,1.0
basic/spices,4087,1.0
pastry/salty,4087,1.0
snacks/sweet,4088,1.0
frozen/instant,4088,1.0
basic/pasta,4088,1.0
health/vitamins-ointments,4089,1.0
baby/supplies-hygiene,4089,1.0
snacks/sweet,4089,1.0
home/maintenence,4090,1.0
health/vitamins-ointments,4090,1.0
baby/supplies-hygiene,4090,1.0
dairy/cheese,4091,1.0
frozen/instant,4091,1.0
free-time/books-news-magazines,4091,1.0
meat/smoked,4092,1.0
fruits-veg/vegetable,4092,1.0
meat/deli,4092,1.0
basic/canned-fish,4093,1.0
basic/pasta,4093,1.0
basic/canned-fruits-vegetable,4093,1.0
basic/canned-fruits-vegetable,4094,0.478
snacks/sweet,4094,0.478
fruits-veg/dried-nuts,4094,0.478
pastry/basic,4095,1.0
basic/instant,4095,1.0
pastry/other,4095,1.0
snacks/sweet,4096,1.0
home/accessories,4096,1.0
basic/sugar-flour-rice,4096,1.0
home/maintenence,4097,1.0
home/accessories,4097,1.0
home/office,4097,1.0
home/accessories,4097,1.0
home/maintenence,4097,1.0
home/office,4097,1.0
basic/spread,4098,1.0
dairy/milk,4098,1.0
drinks/mineral-water,4098,1.0
home/accessories,4099,1.0
home/maintenence,4099,1.0
pastry/basic,4099,1.0
home/accessories,4099,1.0
home/maintenence,4099,1.0
meat/meat,4099,1.0
basic/baking,4100,1.0
home/office,4100,1.0
home/maintenence,4100,1.0
meat/meat-products,4101,2.0
dairy/cheese,4101,2.0
basic/spread,4101,2.0
basic/canned-fruits-vegetable,4102,1.0
home/office,4102,1.0
basic/spices,4102,1.0
home/maintenence,4103,4.0
home/bags,4103,4.0
fruits-veg/dried-nuts,4103,4.0
fruits-veg/vegetable,4104,1.0
dairy/cheese,4104,1.0
basic/spices,4104,1.0
snacks/salty,4105,1.0
snacks/sweet,4105,1.0
fruits-veg/vegetable,4105,1.0
basic/morning,4106,4.0
basic/canned-fish,4106,4.0
basic/jams-marmelade-honey,4106,4.0
basic/pasta,4107,4.0
fruits-veg/fruit,4107,4.0
pastry/other,4107,4.0
fruits-veg/fruit,4108,1.0
meat/meat-products,4108,1.0
free-time/books-news-magazines,4108,1.0
drinks/juice,4109,1.098
fruits-veg/fruit,4109,1.098
auto/fuel,4109,1.098
fruits-veg/vegetable,4110,1.0
fruits-veg/fruit,4110,1.0
dairy/cheese,4110,1.0
fruits-veg/fruit,4111,1.058
free-time/books-news-magazines,4111,1.058
fruits-veg/vegetable,4111,1.058
basic/sauces,4112,3.0
basic/pasta,4112,3.0
snacks/salty,4112,3.0
basic/spices,4113,9.0
basic/spread,4113,9.0
meat/meat,4113,9.0
snacks/sweet,4114,1.0
pastry/sweet,4114,1.0
home/office,4114,1.0
seasonal,4115,2.0
pastry/basic,4115,2.0
pastry/sweet,4115,2.0
fruits-veg/fruit,4116,1.0
meat/meat-products,4116,1.0
drinks/alcohol,4116,1.0
home/plants-garden,4117,1.0
drugstore/beauty,4117,1.0
free-time/books-news-magazines,4117,1.0
frozen/fruit-vegetable,4118,1.0
dairy/cream,4118,1.0
basic/baking,4118,1.0
home/plants-garden,4119,1.0
drugstore/beauty,4119,1.0
free-time/books-news-magazines,4119,1.0
dairy/cheese,4120,1.0
basic/tea-coffee-soups,4120,1.0
snacks/sweet,4120,1.0
home/plants-garden,4121,1.0
drugstore/beauty,4121,1.0
free-time/books-news-magazines,4121,1.0
dairy/cheese,4122,1.0
frozen/instant,4122,1.0
pastry/sweet,4122,1.0
home/plants-garden,4123,1.0
drugstore/beauty,4123,1.0
free-time/books-news-magazines,4123,1.0
basic/sauces,4124,1.0
basic/spread,4124,1.0
drinks/juice,4124,1.0
dairy/butter,4125,1.0
basic/oil-acid-grease,4125,1.0
pastry/salty,4125,1.0
home/plants-garden,4126,1.0
drugstore/beauty,4126,1.0
free-time/books-news-magazines,4126,1.0
baby/supplies-hygiene,4127,1.395
pastry/salty,4127,1.395
basic/pasta,4127,1.395
home/plants-garden,4128,1.0
drugstore/beauty,4128,1.0
free-time/books-news-magazines,4128,1.0
seasonal,4129,1.0
pastry/basic,4129,1.0
free-time/books-news-magazines,4129,1.0
home/plants-garden,4130,1.0
drugstore/beauty,4130,1.0
free-time/books-news-magazines,4130,1.0
meat/smoked,4131,1.0
meat/meat-products,4131,1.0
pastry/basic,4131,1.0
fruits-veg/vegetable,4132,2.0
drinks/beer,4132,2.0
basic/sugar-flour-rice,4132,2.0
dairy/cheese,4133,1.0
fruits-veg/vegetable,4133,1.0
drinks/wine,4133,1.0
fruits-veg/fruit,4134,2.0
drinks/alcohol,4134,2.0
fruits-veg/vegetable,4134,2.0
fruits-veg/vegetable,4135,1.0
snacks/salty,4135,1.0
dairy/cheese,4135,1.0
basic/instant,4136,1.0
fruits-veg/dried-nuts,4136,1.0
basic/jams-marmelade-honey,4136,1.0
dairy/milk,4137,1.0
fruits-veg/vegetable,4137,1.0
drinks/mineral-water,4137,1.0
snacks/sweet,4138,1.0
pastry/sweet,4138,1.0
dairy/joghurts,4138,1.0
fruits-veg/vegetable,4139,1.0
snacks/salty,4139,1.0
dairy/cheese,4139,1.0
dairy/milk,4140,2.0
drinks/mineral-water,4140,2.0
dairy/cheese,4140,2.0
fruits-veg/vegetable,4141,1.0
drinks/beer,4141,1.0
home/plants-garden,4141,1.0
drinks/alcohol,4142,1.0
home/accessories,4142,1.0
drinks/wine,4142,1.0
snacks/sweet,4143,1.0
pastry/sweet,4143,1.0
basic/tea-coffee-soups,4143,1.0
snacks/sweet,4144,2.0
pastry/sweet,4144,2.0
home/office,4144,2.0
seasonal,4145,1.0
home/accessories,4145,1.0
home/maintenence,4145,1.0
meat/smoked,4146,1.0
meat/meat-products,4146,1.0
basic/spread,4146,1.0
fruits-veg/fruit,4147,1.0
home/office,4147,1.0
fruits-veg/vegetable,4147,1.0
basic/sugar-flour-rice,4148,1.0
home/decorations,4148,1.0
fruits-veg/vegetable,4148,1.0
basic/sauces,4149,3.0
basic/spread,4149,3.0
dairy/cheese,4149,3.0
seasonal,4150,1.0
snacks/sweet,4150,1.0
basic/tea-coffee-soups,4150,1.0
dairy/cream,4151,1.0
dairy/lact-free,4151,1.0
dairy/joghurts,4151,1.0
meat/meat,4152,1.0
pastry/basic,4152,1.0
basic/instant,4152,1.0
dairy/joghurts,4153,1.0
dairy/lact-free,4153,1.0
basic/canned-fruits-vegetable,4153,1.0
dairy/cream,4154,1.0
basic/baking,4154,1.0
dairy/joghurts,4154,1.0
dairy/cheese,4155,1.0
drinks/alcohol,4155,1.0
frozen/instant,4155,1.0
fruits-veg/vegetable,4156,2.0
drinks/alcohol,4156,2.0
fruits-veg/fruit,4156,2.0
basic/sugar-flour-rice,4157,1.0
dairy/joghurts,4157,1.0
basic/spices,4157,1.0
dairy/cream,4158,1.0
basic/spread,4158,1.0
basic/baking,4158,1.0
health/vitamins-ointments,4159,1.246
home/plants-garden,4159,1.246
drinks/mineral-water,4159,1.246
pastry/sweet,4160,1.0
drugstore/beauty,4160,1.0
dairy/joghurts,4160,1.0
pastry/sweet,4160,1.0
drugstore/beauty,4160,1.0
pastry/salty,4160,1.0
pastry/sweet,4160,1.0
drugstore/beauty,4160,1.0
pastry/salty,4160,1.0
drinks/juice,4161,1.0
fruits-veg/fruit,4161,1.0
auto/fuel,4161,1.0
dairy/joghurts,4162,1.0
pastry/sweet,4162,1.0
drugstore/dental,4162,1.0
home/accessories,4163,4.0
basic/spices,4163,4.0
fruits-veg/vegetable,4163,4.0
other,4164,1.0
home/maintenence,4164,1.0
frozen/fruit-vegetable,4164,1.0
other,4165,2.0
home/decorations,4165,2.0
drinks/beer,4165,2.0
other,4166,2.0
home/maintenence,4166,2.0
frozen/fruit-vegetable,4166,2.0
home/plants-garden,4167,2.0
drugstore/beauty,4167,2.0
free-time/books-news-magazines,4167,2.0
fruits-veg/dried-nuts,4168,2.0
snacks/sweet,4168,2.0
home/office,4168,2.0
fruits-veg/vegetable,4169,2.0
dairy/cheese,4169,2.0
free-time/books-news-magazines,4169,2.0
snacks/sweet,4170,1.0
health/vitamins-ointments,4170,1.0
drinks/non-alcoholic,4170,1.0
basic/sauces,4171,1.0
basic/spread,4171,1.0
fruits-veg/vegetable,4171,1.0
basic/sauces,4171,1.0
basic/spread,4171,1.0
basic/pasta,4171,1.0
fruits-veg/vegetable,4172,1.0
basic/spices,4172,1.0
meat/meat-products,4172,1.0
home/accessories,4173,2.0
fashion/clothes,4173,2.0
snacks/sweet,4173,2.0
health/vitamins-ointments,4174,1.0
drugstore/dental,4174,1.0
snacks/sweet,4174,1.0
health/vitamins-ointments,4174,1.0
home/maintenence,4174,1.0
other,4174,1.0
pastry/sweet,4175,2.0
dairy/joghurts,4175,2.0
meat/fish,4175,2.0
pastry/basic,4176,2.0
pastry/salty,4176,2.0
basic/instant,4176,2.0
pastry/basic,4176,2.0
pastry/salty,4176,2.0
basic/instant,4176,2.0
pastry/basic,4176,2.0
pastry/salty,4176,2.0
basic/instant,4176,2.0
fruits-veg/vegetable,4177,2.0
drinks/mineral-water,4177,2.0
basic/baking,4177,2.0
drinks/non-alcoholic,4178,0.81
drinks/mineral-water,4178,0.81
home/plants-garden,4178,0.81
drinks/non-alcoholic,4178,0.81
drinks/mineral-water,4178,0.81
drugstore/beauty,4178,0.81
drinks/beer,4179,1.0
frozen/instant,4179,1.0
basic/canned-fruits-vegetable,4179,1.0
drinks/beer,4179,1.0
eating,4179,1.0
frozen/instant,4179,1.0
meat/deli,4180,2.0
basic/canned-fruits-vegetable,4180,2.0
health/vitamins-ointments,4180,2.0
home/accessories,4181,1.0
snacks/sweet,4181,1.0
home/maintenence,4181,1.0
home/maintenence,4182,1.0
meat/fish,4182,1.0
eating,4182,1.0
basic/tea-coffee-soups,4183,1.0
drinks/alcohol,4183,1.0
drinks/wine,4183,1.0
basic/canned-fish,4184,1.0
basic/flavoring,4184,1.0
pastry/basic,4184,1.0
health/vitamins-ointments,4185,1.0
fashion/clothes,4185,1.0
meat/fish,4185,1.0
health/vitamins-ointments,4186,1.0
drinks/non-alcoholic,4186,1.0
home/maintenence,4186,1.0
drugstore/hygiene,4187,1.0
drinks/juice,4187,1.0
drugstore/beauty,4187,1.0
basic/flavoring,4188,2.0
basic/sauces,4188,2.0
drinks/beer,4188,2.0
drugstore/hygiene,4189,2.0
snacks/sweet,4189,2.0
basic/canned-fruits-vegetable,4189,2.0
free-time/books-news-magazines,4190,0.853
dairy/joghurts,4190,0.853
snacks/sweet,4190,0.853
home/maintenence,4191,4.0
home/decorations,4191,4.0
home/office,4191,4.0
basic/canned-fruits-vegetable,4192,2.0
basic/spread,4192,2.0
basic/spices,4192,2.0
home/plants-garden,4193,2.0
basic/baking,4193,2.0
free-time/books-news-magazines,4193,2.0
basic/canned-fruits-vegetable,4194,1.602
basic/baking,4194,1.602
home/accessories,4194,1.602
pastry/basic,4195,1.0
free-time/books-news-magazines,4195,1.0
pastry/sweet,4195,1.0
free-time/books-news-magazines,4196,1.0
home/plants-garden,4196,1.0
meat/deli,4196,1.0
basic/sauces,4197,1.22
snacks/salty,4197,1.22
basic/spices,4197,1.22
home/plants-garden,4198,1.0
drugstore/beauty,4198,1.0
free-time/books-news-magazines,4198,1.0
fruits-veg/fruit,4199,1.0
home/office,4199,1.0
home/accessories,4199,1.0
home/plants-garden,4200,0.114
drugstore/beauty,4200,0.114
free-time/books-news-magazines,4200,0.114
dairy/butter,4201,2.0
pastry/salty,4201,2.0
dairy/lact-free,4201,2.0
home/plants-garden,4202,1.0
drugstore/beauty,4202,1.0
free-time/books-news-magazines,4202,1.0
home/maintenence,4203,1.0
drugstore/beauty,4203,1.0
home/accessories,4203,1.0
home/maintenence,4203,1.0
drugstore/beauty,4203,1.0
auto/care,4203,1.0
home/maintenence,4203,1.0
drugstore/beauty,4203,1.0
home/accessories,4203,1.0
home/plants-garden,4204,1.0
drugstore/beauty,4204,1.0
free-time/books-news-magazines,4204,1.0
dairy/cheese,4205,1.0
drinks/alcohol,4205,1.0
fruits-veg/vegetable,4205,1.0
dairy/cheese,4205,1.0
drinks/alcohol,4205,1.0
fruits-veg/vegetable,4205,1.0
home/plants-garden,4206,1.0
drugstore/beauty,4206,1.0
free-time/books-news-magazines,4206,1.0
dairy/milk,4207,1.0
drinks/mineral-water,4207,1.0
drinks/non-alcoholic,4207,1.0
home/plants-garden,4208,1.0
drugstore/beauty,4208,1.0
free-time/books-news-magazines,4208,1.0
meat/smoked,4209,1.0
meat/meat-products,4209,1.0
pastry/salty,4209,1.0
home/plants-garden,4210,1.0
drugstore/beauty,4210,1.0
free-time/books-news-magazines,4210,1.0
fruits-veg/vegetable,4211,1.0
dairy/cheese,4211,1.0
drinks/beer,4211,1.0
basic/flavoring,4212,1.0
home/accessories,4212,1.0
home/plants-garden,4212,1.0
home/plants-garden,4213,2.0
drugstore/beauty,4213,2.0
free-time/books-news-magazines,4213,2.0
drugstore/hygiene,4214,2.0
snacks/sweet,4214,2.0
home/maintenence,4214,2.0
home/maintenence,4214,2.0
snacks/sweet,4214,2.0
drugstore/hygiene,4214,2.0
snacks/salty,4215,1.0
fruits-veg/dried-nuts,4215,1.0
basic/pasta,4215,1.0
home/plants-garden,4216,1.0
drugstore/beauty,4216,1.0
free-time/books-news-magazines,4216,1.0
fruits-veg/fruit,4217,1.0
free-time/books-news-magazines,4217,1.0
meat/meat-products,4217,1.0
fruits-veg/fruit,4218,1.0
fruits-veg/vegetable,4218,1.0
basic/oil-acid-grease,4218,1.0
home/plants-garden,4219,1.0
drugstore/beauty,4219,1.0
free-time/books-news-magazines,4219,1.0
dairy/cheese,4220,1.0
pastry/sweet,4220,1.0
basic/tea-coffee-soups,4220,1.0
home/plants-garden,4221,1.0
drugstore/beauty,4221,1.0
free-time/books-news-magazines,4221,1.0
dairy/cheese,4222,1.0
drinks/alcohol,4222,1.0
frozen/instant,4222,1.0
fruits-veg/fruit,4223,1.0
meat/meat-products,4223,1.0
drinks/alcohol,4223,1.0
home/plants-garden,4224,1.0
drugstore/beauty,4224,1.0
free-time/books-news-magazines,4224,1.0
dairy/joghurts,4225,1.0
dairy/lact-free,4225,1.0
basic/canned-fruits-vegetable,4225,1.0
home/plants-garden,4226,1.0
drugstore/beauty,4226,1.0
free-time/books-news-magazines,4226,1.0
snacks/sweet,4227,1.0
drinks/alcohol,4227,1.0
basic/spices,4227,1.0
home/office,4228,1.0
snacks/sweet,4228,1.0
pastry/sweet,4228,1.0
fruits-veg/vegetable,4229,1.0
dairy/cheese,4229,1.0
pastry/basic,4229,1.0
home/plants-garden,4230,1.0
drugstore/beauty,4230,1.0
free-time/books-news-magazines,4230,1.0
fruits-veg/fruit,4231,1.0
dairy/cheese,4231,1.0
fruits-veg/vegetable,4231,1.0
basic/instant,4232,1.0
dairy/cheese,4232,1.0
drinks/alcohol,4232,1.0
home/plants-garden,4233,1.0
drugstore/beauty,4233,1.0
free-time/books-news-magazines,4233,1.0
home/maintenence,4234,0.89
drinks/mineral-water,4234,0.89
home/plants-garden,4234,0.89
home/plants-garden,4235,0.92
drugstore/beauty,4235,0.92
free-time/books-news-magazines,4235,0.92
baby/food,4236,1.0
basic/tea-coffee-soups,4236,1.0
snacks/sweet,4236,1.0
home/plants-garden,4237,1.0
drugstore/beauty,4237,1.0
free-time/books-news-magazines,4237,1.0
meat/meat,4238,1.0
basic/jams-marmelade-honey,4238,1.0
basic/oil-acid-grease,4238,1.0
health/vitamins-ointments,4239,1.0
drinks/alcohol,4239,1.0
dairy/butter,4239,1.0
fruits-veg/vegetable,4240,1.0
basic/canned-fruits-vegetable,4240,1.0
frozen/fruit-vegetable,4240,1.0
home/accessories,4240,1.0
fruits-veg/vegetable,4240,1.0
home/plants-garden,4240,1.0
fruits-veg/vegetable,4240,1.0
home/accessories,4240,1.0
home/plants-garden,4240,1.0
fruits-veg/vegetable,4240,1.0
home/accessories,4240,1.0
home/plants-garden,4240,1.0
meat/meat,4241,2.0
fruits-veg/fruit,4241,2.0
basic/jams-marmelade-honey,4241,2.0
auto/fuel,4242,0.872
other,4242,0.872
drinks/alcohol,4242,0.872
basic/tea-coffee-soups,4243,1.0
dairy/joghurts,4243,1.0
free-time/toys,4243,1.0
drinks/non-alcoholic,4244,0.806
basic/baking,4244,0.806
basic/wheat-legumes,4244,0.806
basic/spread,4245,2.0
pastry/basic,4245,2.0
pastry/sweet,4245,2.0
basic/canned-fruits-vegetable,4246,1.0
pastry/sweet,4246,1.0
dairy/milk,4246,1.0
basic/instant,4247,1.0
fruits-veg/fruit,4247,1.0
fruits-veg/dried-nuts,4247,1.0
basic/instant,4247,1.0
fruits-veg/dried-nuts,4247,1.0
fruits-veg/fruit,4247,1.0
home/office,4248,3.0
dairy/lact-free,4248,3.0
health/vitamins-ointments,4248,3.0
baby/supplies-hygiene,4249,2.0
basic/canned-fruits-vegetable,4249,2.0
home/cleaning,4249,2.0
basic/canned-fruits-vegetable,4249,2.0
home/accessories,4249,2.0
snacks/sweet,4249,2.0
drugstore/beauty,4250,1.0
basic/pasta,4250,1.0
pets,4250,1.0
free-time/visual,4251,1.0
drinks/alcohol,4251,1.0
drugstore/beauty,4251,1.0
home/accessories,4252,1.0
home/maintenence,4252,1.0
fruits-veg/vegetable,4252,1.0
dairy/milk,4253,1.0
dairy/lact-free,4253,1.0
dairy/cheese,4253,1.0
dairy/milk,4253,1.0
dairy/lact-free,4253,1.0
dairy/cheese,4253,1.0
pastry/basic,4254,1.0
basic/instant,4254,1.0
pastry/other,4254,1.0
pastry/salty,4255,1.0
basic/spread,4255,1.0
basic/sugar-flour-rice,4255,1.0
pastry/salty,4255,1.0
basic/spread,4255,1.0
basic/sugar-flour-rice,4255,1.0
pastry/salty,4255,1.0
basic/sugar-flour-rice,4255,1.0
basic/spread,4255,1.0
pastry/salty,4255,1.0
basic/sugar-flour-rice,4255,1.0
basic/spread,4255,1.0
dairy/joghurts,4256,1.0
basic/spread,4256,1.0
dairy/cheese,4256,1.0
home/maintenence,4257,3.0
drugstore/hygiene,4257,3.0
snacks/sweet,4257,3.0
home/maintenence,4257,3.0
drugstore/hygiene,4257,3.0
snacks/sweet,4257,3.0
dairy/eggs,4258,1.0
home/accessories,4258,1.0
pastry/salty,4258,1.0
fruits-veg/vegetable,4259,1.0
meat/deli,4259,1.0
dairy/cheese,4259,1.0
dairy/butter,4260,1.0
free-time/toys,4260,1.0
pastry/salty,4260,1.0
fruits-veg/vegetable,4261,1.0
fruits-veg/fruit,4261,1.0
drinks/mineral-water,4261,1.0
fruits-veg/vegetable,4262,1.0
dairy/cheese,4262,1.0
drinks/alcohol,4262,1.0
fruits-veg/vegetable,4263,1.0
drinks/alcohol,4263,1.0
drinks/mineral-water,4263,1.0
fruits-veg/vegetable,4264,2.0
dairy/cheese,4264,2.0
basic/spices,4264,2.0
fruits-veg/fruit,4265,1.0
fruits-veg/vegetable,4265,1.0
free-time/books-news-magazines,4265,1.0
fruits-veg/vegetable,4266,2.0
drinks/beer,4266,2.0
meat/smoked,4266,2.0
meat/meat-products,4267,1.0
meat/smoked,4267,1.0
basic/spread,4267,1.0
dairy/butter,4268,2.0
dairy/lact-free,4268,2.0
basic/oil-acid-grease,4268,2.0
home/maintenence,4269,0.272
drinks/non-alcoholic,4269,0.272
dairy/lact-free,4269,0.272
pastry/basic,4270,1.0
basic/instant,4270,1.0
pastry/salty,4270,1.0
other,4271,1.0
pastry/sweet,4271,1.0
home/bags,4271,1.0
fruits-veg/dried-nuts,4272,3.0
fruits-veg/fruit,4272,3.0
eating,4272,3.0
dairy/cheese,4273,0.182
frozen/instant,4273,0.182
dairy/joghurts,4273,0.182
home/accessories,4274,1.0
home/maintenence,4274,1.0
pastry/sweet,4274,1.0
basic/pasta,4275,2.0
drugstore/beauty,4275,2.0
pastry/sweet,4275,2.0
free-time/books-news-magazines,4276,1.0
home/bags,4276,1.0
home/plants-garden,4276,1.0
basic/tea-coffee-soups,4277,1.0
health/vitamins-ointments,4277,1.0
drugstore/hygiene,4277,1.0
home/maintenence,4278,0.316
meat/meat,4278,0.316
meat/deli,4278,0.316
home/maintenence,4279,1.0
home/accessories,4279,1.0
basic/spices,4279,1.0
basic/spices,4280,1.0
fruits-veg/vegetable,4280,1.0
drinks/beer,4280,1.0
drinks/wine,4281,0.786
pastry/sweet,4281,0.786
basic/jams-marmelade-honey,4281,0.786
basic/pasta,4282,1.106
drinks/non-alcoholic,4282,1.106
drinks/wine,4282,1.106
drugstore/beauty,4283,1.0
basic/pasta,4283,1.0
home/maintenence,4283,1.0
home/accessories,4284,0.346
home/maintenence,4284,0.346
snacks/sweet,4284,0.346
home/accessories,4284,0.346
home/maintenence,4284,0.346
snacks/sweet,4284,0.346
dairy/butter,4285,0.212
free-time/toys,4285,0.212
basic/sauces,4285,0.212
home/plants-garden,4286,8.0
free-time/books-news-magazines,4286,8.0
fruits-veg/dried-nuts,4286,8.0
basic/morning,4287,1.0
baby/food,4287,1.0
basic/jams-marmelade-honey,4287,1.0
meat/meat,4288,6.0
basic/jams-marmelade-honey,4288,6.0
home/office,4288,6.0
meat/meat,4289,1.0
basic/jams-marmelade-honey,4289,1.0
home/office,4289,1.0
fruits-veg/fruit,4290,1.0
fruits-veg/vegetable,4290,1.0
free-time/books-news-magazines,4290,1.0
fruits-veg/fruit,4291,1.01
meat/meat-products,4291,1.01
free-time/books-news-magazines,4291,1.01
pastry/sweet,4292,1.0
meat/fish,4292,1.0
auto/care,4292,1.0
dairy/cheese,4293,1.0
snacks/sweet,4293,1.0
fruits-veg/dried-nuts,4293,1.0
pastry/other,4294,3.0
pastry/basic,4294,3.0
pastry/salty,4294,3.0
fruits-veg/fruit,4295,3.0
fashion/clothes,4295,3.0
drinks/mineral-water,4295,3.0
snacks/salty,4296,10.0
snacks/sweet,4296,10.0
frozen/fruit-vegetable,4296,10.0
dairy/joghurts,4297,1.0
pastry/sweet,4297,1.0
snacks/sweet,4297,1.0
dairy/joghurts,4297,1.0
pastry/sweet,4297,1.0
snacks/sweet,4297,1.0
pastry/sweet,4298,46.55
dairy/joghurts,4298,46.55
dairy/cheese,4298,46.55
basic/instant,4299,1.0
basic/flavoring,4299,1.0
eating,4299,1.0
basic/sugar-flour-rice,4300,2.0
fruits-veg/vegetable,4300,2.0
pastry/salty,4300,2.0
dairy/joghurts,4301,1.0
pastry/sweet,4301,1.0
dairy/lact-free,4301,1.0
basic/tea-coffee-soups,4302,1.0
snacks/sweet,4302,1.0
basic/pasta,4302,1.0
basic/tea-coffee-soups,4303,2.0
snacks/sweet,4303,2.0
dairy/joghurts,4303,2.0
drinks/non-alcoholic,4304,2.0
drinks/alcohol,4304,2.0
drinks/mineral-water,4304,2.0
drinks/juice,4305,1.0
drinks/non-alcoholic,4305,1.0
drinks/alcohol,4305,1.0
drinks/non-alcoholic,4306,1.0
drinks/mineral-water,4306,1.0
home/plants-garden,4306,1.0
meat/meat,4307,2.0
home/office,4307,2.0
home/maintenence,4307,2.0
home/accessories,4308,1.0
home/maintenence,4308,1.0
basic/flavoring,4308,1.0
home/accessories,4309,1.0
home/maintenence,4309,1.0
snacks/sweet,4309,1.0
dairy/cheese,4310,0.8
basic/canned-fruits-vegetable,4310,0.8
eating,4310,0.8
eating,4311,1.0
pastry/sweet,4311,1.0
home/office,4311,1.0
dairy/milk,4312,1.0
dairy/cheese,4312,1.0
fruits-veg/vegetable,4312,1.0
home/accessories,4313,3.0
fruits-veg/vegetable,4313,3.0
meat/meat,4313,3.0
health/vitamins-ointments,4314,1.0
home/maintenence,4314,1.0
home/accessories,4314,1.0
home/plants-garden,4315,1.0
free-time/books-news-magazines,4315,1.0
drugstore/beauty,4315,1.0
pastry/sweet,4316,1.0
dairy/cheese,4316,1.0
pastry/salty,4316,1.0
meat/fish,4317,1.0
dairy/cheese,4317,1.0
pastry/sweet,4317,1.0
other,4318,1.0
frozen/fruit-vegetable,4318,1.0
home/maintenence,4318,1.0
basic/baking,4319,2.0
home/plants-garden,4319,2.0
drinks/non-alcoholic,4319,2.0
home/plants-garden,4320,1.0
free-time/books-news-magazines,4320,1.0
drugstore/beauty,4320,1.0
meat/deli,4321,1.0
basic/spread,4321,1.0
pastry/sweet,4321,1.0
fruits-veg/vegetable,4322,1.0
dairy/cheese,4322,1.0
free-time/books-news-magazines,4322,1.0
basic/oil-acid-grease,4323,1.0
basic/sauces,4323,1.0
drinks/wine,4323,1.0
snacks/sweet,4324,1.0
dairy/milk,4324,1.0
health/vitamins-ointments,4324,1.0
fruits-veg/vegetable,4325,3.0
drinks/beer,4325,3.0
home/plants-garden,4325,3.0
fruits-veg/fruit,4326,1.0
snacks/sweet,4326,1.0
drinks/non-alcoholic,4326,1.0
snacks/sweet,4327,2.0
frozen/fruit-vegetable,4327,2.0
fruits-veg/dried-nuts,4327,2.0
basic/sauces,4328,2.0
basic/sugar-flour-rice,4328,2.0
drinks/alcohol,4328,2.0
pastry/sweet,4329,2.0
pastry/salty,4329,2.0
drugstore/beauty,4329,2.0
pastry/sweet,4330,1.0
dairy/butter,4330,1.0
pastry/salty,4330,1.0
pastry/sweet,4330,1.0
dairy/butter,4330,1.0
pastry/salty,4330,1.0
fruits-veg/vegetable,4331,1.0
drinks/alcohol,4331,1.0
basic/canned-fruits-vegetable,4331,1.0
drinks/non-alcoholic,4332,1.0
home/maintenence,4332,1.0
drinks/mineral-water,4332,1.0
drinks/non-alcoholic,4332,1.0
