id,name,item_type,price,vat_rate,organization_id,org_unit_id,created_date,last_modified_date,created_by,last_modified_by,is_overridden,category_id
4787,Tyčinka ban.jab.ar  ,K,0.69,20.0,3,74,2024-06-10 16:50:20,2024-06-10 16:50:21,7,system,b'\x00',32
4788,Rodinné obl. kokos  ,K,0.69,20.0,3,74,2024-06-10 16:50:20,2024-06-10 16:50:21,7,system,b'\x00',32
4789,Tyčinka jab. banán  ,K,0.69,20.0,3,74,2024-06-10 16:50:20,2024-06-10 16:50:21,7,system,b'\x00',32
4790,Tutti Frutti        ,K,1.19,20.0,3,74,2024-06-10 16:50:20,2024-06-10 16:50:22,7,system,b'\x00',34
4791,Uhorky šal.         ,K,0.55,10.0,3,74,2024-06-10 16:50:20,2024-06-10 16:50:22,7,system,b'\x00',5
4792,Brokolica 500g      ,K,1.19,10.0,3,74,2024-06-10 16:50:20,2024-06-10 16:50:22,7,system,b'\x00',5
4793,Bref CA Eucalyptus  ,K,3.29,20.0,3,74,2024-06-10 16:50:20,2024-06-10 16:50:22,7,system,b'\x00',52
4794,Jablká Golden Del.  ,K,1.5893587994542977,10.0,3,74,2024-06-10 16:50:20,2024-06-10 16:50:22,7,system,b'\x00',17
4795,Taštička marh-tvar  ,K,0.55,20.0,3,74,2024-06-10 16:50:20,2024-06-10 16:50:22,7,system,b'\x00',39
4796,Taštička pizzová    ,K,0.49,20.0,3,74,2024-06-10 16:50:20,2024-06-10 16:50:22,7,system,b'\x00',26
4797,Taštič. šunka-syr   ,K,0.59,20.0,3,74,2024-06-10 16:50:20,2024-06-10 16:50:22,7,system,b'\x00',33
4798,Pagáč so syrom      ,K,0.49,20.0,3,74,2024-06-10 16:50:20,2024-06-10 16:50:22,7,system,b'\x00',26
4799,Banány              ,K,1.6844919786096255,20.0,3,74,2024-06-10 16:50:20,2024-06-10 16:50:22,7,system,b'\x00',17
4800,Broskyne 750g       ,K,1.75,20.0,3,74,2024-06-10 16:50:20,2024-06-10 16:50:22,7,system,b'\x00',51
4801,Broskyne plo. 1kg   ,K,1.69,20.0,3,74,2024-06-10 16:50:20,2024-06-10 16:50:22,7,system,b'\x00',2
4802,Chipsy vrúbk. sol.  ,K,1.09,20.0,3,74,2024-06-10 16:50:20,2024-06-10 16:50:22,7,system,b'\x00',31
4803,Helio marino Blue 10cm,K,3.1,20.0,147,181,2024-06-11 08:11:34,2024-06-11 08:11:48,19,system,b'\x00',19
4804,Obal na kvetináč - eko plasttmavo šedá,K,20.0,20.0,147,181,2024-06-11 08:11:34,2024-06-11 08:11:48,19,system,b'\x00',49
4805,Prášok proti mravcom 100g,K,2.7,20.0,147,181,2024-06-11 08:11:34,2024-06-11 08:11:48,19,system,b'\x00',46
4806,"MILTEC Chemicke svetlo 1,5x15 - red",K,1.8,20.0,86,241,2024-06-13 09:50:17,2024-06-13 09:50:33,7,system,b'\x00',11
4807,"MILTEC Chemicke svetlo 1,5x15 - yellow",K,1.7,20.0,86,241,2024-06-13 09:50:17,2024-06-13 09:50:33,7,system,b'\x00',11
4808,Slané krekry 100g   ,K,0.59,20.0,3,136,2024-06-13 09:50:29,2024-06-13 09:50:33,7,system,b'\x00',31
4809,Zľava Lidl Plus     ,Z,-0.3,20.0,3,136,2024-06-13 09:50:29,2024-06-14 07:28:23,7,system,b'\x00',49
4810,Hubert neal. biel.  ,K,5.49,20.0,3,136,2024-06-13 09:50:29,2024-06-13 09:50:33,7,system,b'\x00',20
4811,Prosecco Rosé       ,K,5.99,20.0,3,136,2024-06-13 09:50:29,2024-06-13 09:50:33,7,system,b'\x00',21
4812,Radler tm. citrón   ,K,1.09,20.0,3,136,2024-06-13 09:50:29,2024-06-13 09:50:33,7,system,b'\x00',11
4813,Záloh. plechovka    ,K,0.15,0.0,3,136,2024-06-13 09:50:29,2024-09-17 10:08:43,7,7,b'\x01',28
4814,Hugo mango          ,K,0.89,20.0,3,136,2024-06-13 09:50:29,2024-09-17 10:08:14,7,7,b'\x01',19
4815,Hugo biely          ,K,0.89,20.0,3,136,2024-06-13 09:50:29,2024-09-17 10:08:31,7,7,b'\x01',19
4816,Hugo gran. jablko   ,K,0.89,20.0,3,136,2024-06-13 09:50:29,2024-09-17 10:09:05,7,7,b'\x01',19
4817,Zl. Bažant 10°      ,K,0.55,20.0,3,136,2024-06-13 09:50:29,2024-06-13 09:50:33,7,system,b'\x00',11
4818,Záloh. fľaša plast  ,K,0.15,0.0,3,136,2024-06-13 09:50:29,2024-06-13 09:50:33,7,system,b'\x00',20
4819,Oškvarkový pagáč    ,K,0.49,20.0,3,136,2024-06-13 09:50:29,2024-06-13 09:50:33,7,system,b'\x00',26
4820,Taštička pizzová    ,K,0.49,20.0,3,136,2024-06-13 09:50:29,2024-06-13 09:50:34,7,system,b'\x00',26
4821,Taštič. šunka-syr   ,K,0.59,20.0,3,136,2024-06-13 09:50:29,2024-06-13 09:50:34,7,system,b'\x00',20
4822,Croissant maslový   ,K,0.49,20.0,3,136,2024-06-13 09:50:29,2024-06-13 09:50:34,7,system,b'\x00',39
4823,Burek špen.syr      ,K,0.59,20.0,3,136,2024-06-13 09:50:29,2024-06-13 09:50:34,7,system,b'\x00',20
4824,Krabička na pečivo  ,K,0.19,20.0,3,136,2024-06-13 09:50:29,2024-09-17 10:06:34,7,system,b'\x00',60
4825,Donut Lesné ovocie  ,K,0.79,20.0,3,136,2024-06-13 09:50:29,2024-06-13 09:50:34,7,system,b'\x00',39
4826,Donut jahodový      ,K,0.79,20.0,3,136,2024-06-13 09:50:29,2024-06-13 09:50:34,7,system,b'\x00',39
4827,Donut s biel. čok   ,K,0.79,20.0,3,136,2024-06-13 09:50:29,2024-06-13 09:50:34,7,system,b'\x00',39
4828,Ružový donut        ,K,0.44,20.0,3,136,2024-06-13 09:50:29,2024-06-13 09:50:34,7,system,b'\x00',39
4829,Šiška s náplňou     ,K,0.49,20.0,3,136,2024-06-13 09:50:29,2024-06-13 09:50:34,7,system,b'\x00',39
4830,Šiška s nug.náplň.  ,K,0.49,20.0,3,136,2024-06-13 09:50:29,2024-06-13 09:50:34,7,system,b'\x00',39
4831,Šiška mini nugát.   ,K,0.39,20.0,3,136,2024-06-13 09:50:29,2024-06-13 09:50:34,7,system,b'\x00',39
4832,Šiška čok. orieš.   ,K,0.79,20.0,3,136,2024-06-13 09:50:29,2024-06-13 09:50:34,7,system,b'\x00',32
4833,Šiška s biel.čok.   ,K,0.79,20.0,3,136,2024-06-13 09:50:29,2024-06-13 09:50:34,7,system,b'\x00',39
4834,Dyňa.čer.vcelku     ,K,0.9899749373433584,20.0,1,137,2024-06-13 12:29:59,2024-06-13 12:30:14,5,system,b'\x00',5
4835,"PILS.12% 0,5l PL    ",K,1.39,20.0,1,137,2024-06-13 12:29:59,2024-06-13 12:30:14,5,system,b'\x00',11
4836,"vino TRAMIN 0,75l   ",K,2.99,20.0,1,137,2024-06-13 12:29:59,2024-06-13 12:30:14,5,system,b'\x00',21
4837,Petržlen voľný      ,K,3.994169096209912,20.0,1,137,2024-06-13 12:29:59,2024-06-13 12:30:14,5,system,b'\x00',5
4838,Reďkovka červená    ,K,0.89,20.0,1,137,2024-06-13 12:29:59,2024-06-13 12:30:14,5,system,b'\x00',5
4839,Šalát ľadový kus    ,K,1.49,10.0,1,137,2024-06-13 12:29:59,2024-06-13 12:30:14,5,system,b'\x00',5
4840,Uhorky nakladačky   ,K,2.995444191343964,10.0,1,137,2024-06-13 12:29:59,2024-06-13 12:30:14,5,system,b'\x00',18
4841,TAT.MOR.DELLA 400g  ,K,1.79,20.0,1,137,2024-06-13 12:29:59,2024-06-13 12:30:14,5,system,b'\x00',13
4842,Nektárinky          ,K,2.286729857819905,20.0,1,137,2024-06-13 12:29:59,2024-06-13 12:30:14,5,system,b'\x00',32
4843,BR.KRK.B.KOSTI      ,K,5.487571701720841,10.0,1,137,2024-06-13 12:29:59,2024-06-13 12:30:14,5,system,b'\x00',16
4844,BRAV.PLECE          ,K,3.894736842105264,10.0,1,137,2024-06-13 12:29:59,2024-06-13 12:30:14,5,system,b'\x00',16
4845,Uhorka kus          ,K,0.59,10.0,1,137,2024-06-13 12:29:59,2024-06-13 12:30:14,5,system,b'\x00',5
4846,GUĽATOZ.RYŽA 1KG    ,K,2.69,20.0,1,137,2024-06-13 12:29:59,2024-06-13 12:30:14,5,system,b'\x00',56
4847,Bond.špenát 400g    ,K,1.59,20.0,1,137,2024-06-13 12:29:59,2024-06-13 12:30:14,5,system,b'\x00',69
4848,Marhule voľné       ,K,1.9969512195121952,20.0,1,137,2024-06-13 12:29:59,2024-06-13 12:30:15,5,system,b'\x00',17
4849,Karotka voľná SF    ,K,1.586073500967118,20.0,1,137,2024-06-13 12:29:59,2024-06-13 12:30:15,5,system,b'\x00',5
4850,NAMEX NIŤOVKY CES.  ,K,1.09,20.0,1,137,2024-06-13 12:29:59,2024-06-13 12:30:15,5,system,b'\x00',43
4851,Parad.kráj.425ml    ,K,1.49,20.0,1,137,2024-06-13 12:29:59,2024-06-13 12:30:15,5,system,b'\x00',5
4852,Cisárske párky      ,K,9.904458598726114,20.0,1,137,2024-06-13 12:29:59,2024-06-13 12:30:15,5,system,b'\x00',33
4853,Parad.pretl.140g    ,K,0.89,20.0,1,137,2024-06-13 12:29:59,2024-06-21 10:40:38,5,system,b'\x00',5
4854,CAPPY POM.1l        ,K,1.59,10.0,1,137,2024-06-13 12:29:59,2024-06-13 12:30:15,5,system,b'\x00',48
4855,Yopro pud.č/or180g  ,K,1.59,20.0,1,137,2024-06-13 12:29:59,2024-06-13 12:30:15,5,system,b'\x00',8
4856,Cibuľ.lahôd.zväzok  ,K,0.79,10.0,1,137,2024-06-13 12:29:59,2024-06-13 12:30:15,5,system,b'\x00',5
4857,HUMMUS bazal.200g   ,K,1.69,20.0,1,137,2024-06-13 12:29:59,2024-07-06 16:09:11,5,system,b'\x00',11
4858,OVOCNÁ NÁT.250g     ,K,1.45,20.0,1,137,2024-06-13 12:29:59,2024-06-13 12:30:15,5,system,b'\x00',8
4859,SMOT.KYS.RAJO 250   ,K,1.45,10.0,1,137,2024-06-13 12:29:59,2024-06-13 12:30:15,5,system,b'\x00',15
4860,Gazdovská šunka     ,K,10.916666666666668,20.0,1,137,2024-06-13 12:29:59,2024-06-13 12:30:15,5,system,b'\x00',33
4861,Rajč.cherry 250g    ,K,2.59,10.0,1,137,2024-06-13 12:29:59,2024-06-13 12:30:15,5,system,b'\x00',5
4862,Hummus orient.200g  ,K,2.29,20.0,1,137,2024-06-13 12:29:59,2024-06-13 12:30:15,5,system,b'\x00',32
4863,Slov.chips li.200g  ,K,2.19,20.0,1,137,2024-06-13 12:29:59,2024-06-13 12:30:15,5,system,b'\x00',31
4864,Korn.jahoda 6ks     ,K,3.99,20.0,1,137,2024-06-13 12:29:59,2024-06-13 12:30:15,5,system,b'\x00',20
4865,Cereál.vajcia 10ks  ,K,1.99,20.0,1,137,2024-06-13 12:29:59,2024-06-13 12:30:15,5,system,b'\x00',24
4866,SUPRAX 400 MG 7 TBL DSP,K,8.45,10.0,193,242,2024-06-17 10:30:32,2024-06-17 10:30:46,18,system,b'\x00',8
4867,KLACID 500 MG 14 TBL,K,4.25,10.0,193,242,2024-06-17 10:30:32,2024-06-17 10:30:46,18,system,b'\x00',35
4868,"DR.MAX LAKTOBACILY ""6"" 30CPS",K,8.59,20.0,193,242,2024-06-17 10:30:32,2024-06-17 10:30:47,18,system,b'\x00',35
4869,Cibuľa voľná SF     ,K,1.6944444444444444,10.0,1,137,2024-06-21 10:40:20,2024-06-21 10:40:37,5,system,b'\x00',5
4870,Kápia 500g          ,K,2.79,10.0,1,137,2024-06-21 10:40:20,2024-06-21 10:40:37,5,system,b'\x00',5
4871,Brokolica 500g      ,K,1.19,10.0,1,137,2024-06-21 10:40:20,2024-06-21 10:40:37,5,system,b'\x00',5
4872,Banány voľné        ,K,1.6908212560386475,20.0,1,137,2024-06-21 10:40:20,2024-06-21 10:40:37,5,system,b'\x00',17
4873,"Zemiaky 2,5kg       ",K,3.99,10.0,1,137,2024-06-21 10:40:20,2024-06-21 10:40:37,5,system,b'\x00',5
4874,Uhorka kus          ,K,0.89,10.0,1,137,2024-06-21 10:40:20,2024-06-21 10:40:38,5,system,b'\x00',5
4875,Cuketa voľná        ,K,2.294617563739377,10.0,1,137,2024-06-21 10:40:20,2024-06-21 10:40:38,5,system,b'\x00',32
4876, ZĽAVA PRE ČLENA        0.01            ,Z,-0.64,10.0,1,137,2024-06-21 10:40:20,2024-06-22 07:30:56,5,system,b'\x00',28
4877,Dyňa.čer.vcelku     ,K,0.8894645941278064,20.0,1,137,2024-06-21 10:40:20,2024-06-21 10:40:38,5,system,b'\x00',5
4878,Kukurica lahôd.ks   ,K,0.79,10.0,1,137,2024-06-21 10:40:20,2024-06-21 10:40:38,5,system,b'\x00',51
4879,ml.Bio Tami plnot.  ,K,1.69,10.0,1,137,2024-06-21 10:40:20,2024-06-21 10:40:38,5,system,b'\x00',9
4880,Paraguayo ukladané  ,K,1.9970414201183435,20.0,1,137,2024-06-21 10:40:20,2024-06-21 10:40:38,5,system,b'\x00',17
4881,GP MIX Párkov 450g  ,K,4.79,20.0,1,137,2024-06-21 10:40:20,2024-06-21 10:40:38,5,system,b'\x00',33
4882,GP mini párky so s  ,K,2.79,20.0,1,137,2024-06-21 10:40:20,2024-06-21 10:40:38,5,system,b'\x00',33
4883,BRAVČOVÁ PANENKA    ,K,7.485436893203883,10.0,1,137,2024-06-21 10:40:20,2024-06-21 10:40:38,5,system,b'\x00',16
4884,happyday jahoda1L   ,K,1.69,20.0,1,137,2024-06-21 10:40:20,2024-06-21 10:40:38,5,system,b'\x00',68
4885,Kurac.stehná dolné  ,K,4.892395982783357,10.0,1,137,2024-06-21 10:40:20,2024-06-21 10:40:38,5,system,b'\x00',16
4886,KUR.STEHNÁ HORNÉ    ,K,3.9907192575406034,10.0,1,137,2024-06-21 10:40:20,2024-06-21 10:40:38,5,system,b'\x00',16
4887, ZĽAVA PRE ČLENA        0.01            ,Z,-0.86,10.0,1,137,2024-06-21 10:40:20,2024-06-22 07:30:56,5,system,b'\x00',28
4888,DV JAB-BROSK.190g   ,K,0.75,20.0,1,137,2024-06-21 10:40:20,2024-06-21 10:40:38,5,system,b'\x00',51
4889,D.VÝŽIVA JA+BR.190  ,K,0.83,20.0,1,137,2024-06-21 10:40:20,2024-06-21 10:40:38,5,system,b'\x00',50
4890,Prem.rez.šir.250g   ,K,1.29,20.0,1,137,2024-06-21 10:40:21,2024-06-21 10:40:38,5,system,b'\x00',8
4891,Billa kuk.212ml     ,K,0.79,20.0,1,137,2024-06-21 10:40:21,2024-06-21 10:40:38,5,system,b'\x00',2
4892,CVpas.parad.500g    ,K,0.99,20.0,1,137,2024-06-21 10:40:21,2024-06-21 10:40:38,5,system,b'\x00',8
4893,Mozzarella 125g     ,K,0.89,20.0,1,137,2024-06-21 10:40:21,2024-06-21 10:40:38,5,system,b'\x00',20
4894,Cukr.Jojo Medv.80g  ,K,1.09,20.0,1,137,2024-06-21 10:40:21,2024-06-21 10:40:38,5,system,b'\x00',32
4895,jojo cuk.pap.80g    ,K,1.09,20.0,1,137,2024-06-21 10:40:21,2024-06-21 10:40:38,5,system,b'\x00',32
4896,CROIS.VIŠ.-VAN.80g  ,K,0.69,20.0,1,137,2024-06-21 10:40:21,2024-06-21 10:40:38,5,system,b'\x00',39
4897,Billa tost. šunka   ,K,1.39,20.0,1,137,2024-06-21 10:40:21,2024-06-21 10:40:38,5,system,b'\x00',33
4898,Billa vidiecka šun  ,K,1.39,20.0,1,137,2024-06-21 10:40:21,2024-06-21 10:40:38,5,system,b'\x00',33
4899,CessiKolienka400g   ,K,0.75,20.0,1,137,2024-06-21 10:40:21,2024-06-21 10:40:38,5,system,b'\x00',43
4900,Milk.s.jog.b.150g   ,K,0.69,10.0,1,137,2024-06-21 10:40:21,2024-06-21 10:40:38,5,system,b'\x00',4
4901,CROIS.KAKA-VAN.80g  ,K,0.69,20.0,1,137,2024-06-21 10:40:21,2024-06-21 10:40:39,5,system,b'\x00',39
4902,CV bob.list5g       ,K,0.29,20.0,1,137,2024-06-21 10:40:21,2024-06-21 10:40:39,5,system,b'\x00',11
4903,Clever majoran 8g   ,K,0.29,20.0,1,137,2024-06-21 10:40:21,2024-06-21 10:40:39,5,system,b'\x00',19
4904,CL.POLOT.TV.250g    ,K,1.09,20.0,1,137,2024-06-21 10:40:21,2024-06-21 10:40:39,5,system,b'\x00',8
4905,KEČUP SLAD.300g     ,K,1.99,20.0,1,137,2024-06-21 10:40:21,2024-06-21 10:40:39,5,system,b'\x00',13
4906, ZĽAVA PRE ČLENA                        ,Z,-1.6,10.0,1,137,2024-06-21 10:40:21,2024-06-22 07:30:56,5,system,b'\x00',28
4907,Rajo Mňam jah.145g  ,K,0.65,10.0,1,137,2024-06-21 10:40:21,2024-06-21 10:40:39,5,system,b'\x00',4
4908,Billa vajcia M/10   ,K,1.85,20.0,1,137,2024-06-21 10:40:21,2024-06-21 10:40:39,5,system,b'\x00',24
4909,Marhule 500g        ,K,1.29,20.0,1,137,2024-06-21 10:40:21,2024-06-21 10:40:39,5,system,b'\x00',32
4910,V.I.P. PREM. ŠUNKA  ,K,9.911504424778762,20.0,1,137,2024-06-21 10:40:21,2024-06-21 10:40:39,5,system,b'\x00',46
4911,Polom.Ob.Mila 50g   ,K,0.59,20.0,1,137,2024-06-21 10:40:21,2024-06-21 10:40:39,5,system,b'\x00',32
4912,PODR.ŠPAGETY 500g   ,K,1.99,20.0,1,137,2024-06-21 10:40:21,2024-06-21 10:40:39,5,system,b'\x00',35
4913,Lays syr ch.130g    ,K,1.69,20.0,1,137,2024-06-21 10:40:21,2024-06-21 10:40:39,5,system,b'\x00',20
4914,Tom.horč.plno.350g  ,K,0.93,20.0,1,137,2024-06-21 10:40:21,2024-06-21 10:40:39,5,system,b'\x00',13
4915,Lays solené 130g    ,K,1.69,20.0,1,137,2024-06-21 10:40:21,2024-06-21 10:40:39,5,system,b'\x00',31
4916,Vitana kura 25g     ,K,0.99,20.0,1,137,2024-06-21 10:40:21,2024-06-21 10:40:39,5,system,b'\x00',70
4917,Hrozno biele 500g   ,K,1.69,20.0,1,137,2024-06-21 10:40:21,2024-06-21 10:40:39,5,system,b'\x00',17
4918,253192 Pam wipes 48ks Harm,K,2.99,20.0,194,243,2024-06-21 13:46:13,2024-06-21 13:46:28,19,system,b'\x00',47
4919,247227 Q Home hubka 2ks,K,1.29,20.0,194,243,2024-06-21 13:46:13,2024-06-21 13:46:28,19,system,b'\x00',1
4920,265197 Vileda Actifib.Soft,K,1.99,20.0,194,243,2024-06-21 13:46:13,2024-06-21 13:46:28,19,system,b'\x00',32
4921,251987 Palette Root R.hnedý,K,5.99,20.0,194,243,2024-06-21 13:46:13,2024-06-21 13:46:28,19,system,b'\x00',19
4922,254127 BELLA Bio 10ks norm.,K,1.39,20.0,194,243,2024-06-21 13:46:13,2024-06-21 13:46:28,19,system,b'\x00',4
4923,139028 Tento Cool Aqua 8ks,K,3.89,20.0,194,243,2024-06-21 13:46:13,2024-06-21 13:46:28,19,system,b'\x00',2
4924,"Double Pina Colada/Double Cross Juice 0,4l",K,4.6,20.0,96,244,2024-06-21 15:47:47,2024-06-21 15:48:02,7,system,b'\x00',64
4925,"Fritz cola 0,33l",K,3.3,10.0,96,244,2024-06-21 15:47:47,2024-06-21 15:48:02,7,system,b'\x00',21
4926,"Pfanner pp.0,2l",K,3.0,10.0,96,244,2024-06-21 15:47:47,2024-06-21 15:48:02,7,system,b'\x00',48
4927,"BEAT TO JUICE  0,4l",K,4.2,20.0,96,244,2024-06-21 15:47:47,2024-06-21 15:48:02,7,system,b'\x00',31
4928,"Mango Bay milkshake pale ale 0,4l",K,5.1,20.0,96,244,2024-06-21 15:47:47,2024-06-21 15:48:02,7,system,b'\x00',4
4929,Leberko min. 170g,K,7.0,10.0,96,244,2024-06-21 15:47:47,2024-06-21 15:48:02,7,system,b'\x00',7
4930,"Leberko -JALAP pp,",K,7.0,10.0,96,244,2024-06-21 15:47:47,2024-06-21 15:48:02,7,system,b'\x00',5
4931,Podložka pod koláč s uškom - 10 cm   25ks - zlatá,K,5.53,20.0,5,245,2024-06-21 18:40:22,2024-06-21 18:40:37,36,system,b'\x00',70
4932,"Peračník 1 zip. prázd. - etue, malý,  Free Life , mix farieb",K,7.92,20.0,5,245,2024-06-21 18:40:22,2024-06-21 18:40:37,36,system,b'\x00',2
4933,Cif kúpeľňa sprej 750ml                 ,K,3.95,20.0,16,88,2024-06-21 18:41:29,2024-06-21 18:41:29,36,system,b'\x00',46
4934,IROHA text.pl.maska 1ks                 ,K,2.95,20.0,16,88,2024-06-21 18:41:29,2024-06-21 18:41:29,36,system,b'\x00',62
4935,Denkmit čist.prostr.na sklo             ,K,1.25,20.0,16,88,2024-06-21 18:41:29,2024-06-21 18:41:29,36,system,b'\x00',46
4936,Dontodent z.pasta Clear 20m             ,K,0.65,20.0,16,88,2024-06-21 18:41:29,2024-06-21 18:41:29,36,system,b'\x00',20
4937,Garnier skin maska 28g                  ,K,2.55,20.0,16,88,2024-06-21 18:41:29,2024-06-21 18:41:29,36,system,b'\x00',62
4938,Curaprox ZK CS 5460B ul.s               ,K,5.45,20.0,16,88,2024-06-21 18:41:29,2024-06-21 18:41:29,36,system,b'\x00',74
4939,Garnier SN gél.vankúšiky 1k             ,K,2.55,20.0,16,88,2024-06-21 18:41:29,2024-06-21 18:41:29,36,system,b'\x00',62
4940,Dermacol BB krém                        ,K,8.95,20.0,16,88,2024-06-21 18:41:29,2024-06-21 18:41:29,36,system,b'\x00',62
4941,Beauty (kampaň),K,17.99,20.0,195,246,2024-06-21 18:42:26,2024-06-21 18:42:26,36,system,b'\x00',18
4942,Vlasové doplnky,K,4.99,20.0,195,246,2024-06-21 18:42:26,2024-06-21 18:42:26,36,system,b'\x00',62
4943,EVO Diesel,K,1.5450422593279738,20.0,4,4,2024-06-22 09:31:37,2024-06-22 09:31:50,5,system,b'\x00',71
4944,EVO Diesel,Z,-0.0101010101010101,20.0,4,4,2024-06-22 09:31:37,2024-06-23 07:31:17,5,system,b'\x00',71
4945,"Birell Svetlý 0,5 l",K,2.8,10.0,197,248,2024-06-22 11:12:32,2024-06-22 11:12:39,7,system,b'\x00',11
4946,Crepes Suzette 300 g,K,10.99,10.0,197,248,2024-06-22 11:12:32,2024-06-22 11:12:39,7,system,b'\x00',32
4947,Hovädzí burger 250 g,K,15.89,10.0,197,248,2024-06-22 11:12:32,2024-06-22 11:12:39,7,system,b'\x00',54
4948,Husacie stehno 1 ks 350 g,K,16.99,10.0,197,248,2024-06-22 11:12:32,2024-06-22 11:12:39,7,system,b'\x00',16
4949,"Kofola Original 0,3 l",K,1.69,10.0,197,248,2024-06-22 11:12:32,2024-06-22 11:12:39,7,system,b'\x00',1
4950,"Pilsner Urquell 0,3 l",K,2.49,20.0,197,248,2024-06-22 11:12:32,2024-06-22 11:12:39,7,system,b'\x00',11
4951,"Rauch jablko 100 % 0,2 l",K,2.69,10.0,197,248,2024-06-22 11:12:32,2024-06-22 11:12:39,7,system,b'\x00',48
4952,Tatárska omáčka 1 porcia,K,0.66,10.0,197,248,2024-06-22 11:12:32,2024-06-22 11:12:40,7,system,b'\x00',13
4953,Vyprážané hranolky 200 g,K,2.69,10.0,197,248,2024-06-22 11:12:32,2024-06-22 11:12:40,7,system,b'\x00',34
4954,Vyprážaný syr 150 g,K,10.59,10.0,197,248,2024-06-22 11:12:32,2024-06-22 11:12:40,7,system,b'\x00',34
4955,2D Dospely,K,10.8,20.0,46,52,2024-06-22 11:12:54,2024-06-22 11:13:05,7,system,b'\x00',45
4956,2D Dieta,K,8.8,20.0,46,52,2024-06-22 11:12:54,2024-06-22 11:13:05,7,system,b'\x00',49
4957,2-Hodiny,K,14.0,20.0,198,249,2024-06-22 18:09:16,2024-06-22 18:09:31,7,system,b'\x00',18
4958,Dospelý,K,5.0,20.0,198,249,2024-06-22 18:09:16,2024-06-22 18:09:31,7,system,b'\x00',45
4959,s.Oliver w edt 30ml                     ,K,18.95,20.0,16,88,2024-06-22 18:10:12,2024-06-22 18:10:12,7,system,b'\x00',21
4960,"ebelin pilník na nechty,1ks             ",K,1.95,20.0,16,88,2024-06-22 18:10:12,2024-06-22 18:10:12,7,system,b'\x00',11
4961,"ebelin mini-pinzety sada, 3             ",K,2.95,20.0,16,88,2024-06-22 18:10:12,2024-06-22 18:10:12,7,system,b'\x00',51
4962,"ebelin odlakovač na nech.,7             ",K,2.25,20.0,16,88,2024-06-22 18:10:12,2024-06-22 18:10:12,7,system,b'\x00',62
4963,"detská obuv, vychádzková, s priamo tvaro",K,19.99,20.0,199,250,2024-06-22 18:10:25,2024-06-22 18:10:25,7,system,b'\x00',53
4964,"detská obuv, vychádzková, s p",Z,-6.0,20.0,199,250,2024-06-22 18:10:25,2024-06-23 07:31:17,7,system,b'\x00',7
4965,"dámska obuv, vychádzková, lepená, textil",K,29.99,20.0,199,250,2024-06-22 18:10:25,2024-06-22 18:10:25,7,system,b'\x00',7
4966,"dámska obuv, vychádzková, lep",Z,-9.0,20.0,199,250,2024-06-22 18:10:25,2024-06-23 07:31:17,7,system,b'\x00',41
4967,Pápežský chlieb 700g,K,4.0,10.0,200,251,2024-06-22 18:10:43,2024-06-22 18:10:43,7,system,b'\x00',41
4968,Mrkvový koláč 150g,K,3.6,20.0,200,251,2024-06-22 18:10:43,2024-06-22 18:10:43,7,system,b'\x00',39
4969,KURACIE REZNE,K,8.20580474934037,10.0,20,25,2024-06-22 18:11:04,2024-06-22 18:11:04,7,system,b'\x00',16
4970,Muka,K,1.2,20.0,20,25,2024-06-22 18:11:04,2024-06-22 18:11:04,7,system,b'\x00',56
4971,CESTOVUNY 500 G,K,1.2,20.0,20,25,2024-06-22 18:11:04,2024-06-22 18:11:04,7,system,b'\x00',49
4972,dmBio thajská kari om. 325m             ,K,2.45,20.0,16,86,2024-06-22 18:11:44,2024-06-22 18:11:44,7,system,b'\x00',13
4973,Balea dezinfek.gél na ruky5             ,K,1.25,20.0,16,86,2024-06-22 18:11:44,2024-06-22 18:11:44,7,system,b'\x00',27
4974,S&S hyg.vreckovky 42x 10 ks             ,K,3.95,20.0,16,86,2024-06-22 18:11:44,2024-06-22 18:11:44,7,system,b'\x00',2
4975,"                                        
1979777 Změň svůj dech a začnou se dít v",K,16.49,10.0,134,158,2024-06-22 18:11:53,2024-06-22 18:11:53,7,system,b'\x00',69
4976,"                                        
1982291 Až sa usadí prach               ",K,16.9,10.0,134,158,2024-06-22 18:11:53,2024-06-22 18:11:53,7,system,b'\x00',68
4977,Pagáč so syrom      ,K,0.49,20.0,3,252,2024-06-22 18:12:20,2024-06-22 18:12:20,7,system,b'\x00',26
4978,Zľava Lidl Plus     ,Z,-0.54,20.0,3,252,2024-06-22 18:12:20,2024-06-23 07:31:17,7,system,b'\x00',49
4979,Makový slimák       ,K,0.69,20.0,3,252,2024-06-22 18:12:20,2024-06-22 18:12:20,7,system,b'\x00',39
4980,Zľava Lidl Plus     ,Z,-0.48,20.0,3,252,2024-06-22 18:12:20,2024-06-23 07:31:17,7,system,b'\x00',49
4981,Jablková šťava      ,K,0.44,10.0,3,252,2024-06-22 18:12:20,2024-06-22 18:12:20,7,system,b'\x00',48
4982,Pomarančová šťava   ,K,0.69,10.0,3,252,2024-06-22 18:12:20,2024-06-22 18:12:20,7,system,b'\x00',48
4983,Ice Tea broskyňa    ,K,0.49,20.0,3,252,2024-06-22 18:12:20,2024-06-22 18:12:20,7,system,b'\x00',1
4984,Záloh. fľaša plast  ,K,0.15,0.0,3,252,2024-06-22 18:12:20,2024-06-22 18:12:20,7,system,b'\x00',20
